shipment_id,vehicle_id,distance_km,fuel_efficiency_kmpl,fuel_consumption_l,co2_emission_kg,carbon_intensity,estimated_delivery,eta_status,sustainability_score,green_shipment,sustainability_category
SHP000259,VEH003,1070.56,8,133.82,358.64,0.335,2025-05-13 03:36,On Time,50,No,Poor
SHP000260,VEH018,870.27,12,72.52,194.35,0.223,2025-12-14 15:00,Long Distance,50,No,Poor
SHP000261,VEH023,1771.14,12,147.6,395.57,0.223,2025-06-28 00:40,On Time,50,No,Poor
SHP000262,VEH029,540.15,12,45.01,120.63,0.223,2025-12-21 03:00,On Time,70,Yes,Average
SHP000263,VEH003,1445.08,8,180.64,484.12,0.335,2025-07-16 00:48,On Time,50,No,Poor
SHP000264,VEH008,1163.1,8,145.39,389.65,0.335,2025-10-22 03:36,On Time,50,No,Poor
SHP000265,VEH023,2152.45,12,179.37,480.71,0.223,2025-06-03 15:00,Long Distance,50,No,Poor
SHP000266,VEH036,549.95,8,68.74,184.22,0.335,2025-01-06 00:48,On Time,50,No,Poor
SHP000267,VEH036,1540.73,8,192.59,516.14,0.335,2025-11-08 18:00,Long Distance,50,No,Poor
SHP000268,VEH018,1084.95,12,90.41,242.3,0.223,2025-07-02 15:00,Long Distance,50,No,Poor
SHP000269,VEH014,1417.85,12,118.15,316.64,0.223,2025-12-16 00:40,On Time,50,No,Poor
SHP000270,VEH023,268.37,12,22.36,59.92,0.223,2025-03-14 15:00,Long Distance,100,Yes,Excellent
SHP000271,VEH034,441.87,12,36.82,98.68,0.223,2025-01-22 03:00,On Time,85,Yes,Good
SHP000272,VEH036,2043.99,8,255.5,684.74,0.335,2025-07-08 03:36,On Time,50,No,Poor
SHP000273,VEH018,1249.09,12,104.09,278.96,0.223,2025-06-18 15:00,Long Distance,50,No,Poor
SHP000274,VEH018,1434.02,12,119.5,320.26,0.223,2025-10-04 03:00,On Time,50,No,Poor
SHP000275,VEH003,545.52,8,68.19,182.75,0.335,2025-03-26 03:36,On Time,50,No,Poor
SHP000276,VEH008,382.36,8,47.8,128.1,0.335,2025-06-23 03:36,On Time,70,Yes,Average
SHP000277,VEH008,743.54,8,92.94,249.08,0.335,2025-04-26 00:48,On Time,50,No,Poor
SHP000278,VEH014,516.26,12,43.02,115.29,0.223,2025-10-14 15:00,Long Distance,70,Yes,Average
SHP000279,VEH008,1334.71,8,166.84,447.13,0.335,2025-05-16 18:00,Long Distance,50,No,Poor
SHP000280,VEH003,755.3,8,94.41,253.02,0.335,2025-12-12 03:36,On Time,50,No,Poor
SHP000281,VEH029,1106.2,12,92.18,247.04,0.223,2025-11-23 15:00,Long Distance,50,No,Poor
SHP000282,VEH014,1146.89,12,95.57,256.13,0.223,2025-08-31 03:00,On Time,50,No,Poor
SHP000283,VEH008,663.72,8,82.96,222.33,0.335,2025-11-09 03:36,On Time,50,No,Poor
SHP000284,VEH018,2474.2,12,206.18,552.56,0.223,2025-08-28 15:00,Long Distance,50,No,Poor
SHP000285,VEH008,406.18,8,50.77,136.06,0.335,2025-03-02 06:00,Long Distance,70,Yes,Average
SHP000286,VEH008,1221.06,8,152.63,409.05,0.335,2025-09-10 18:00,Long Distance,50,No,Poor
SHP000287,VEH014,118.2,12,9.85,26.4,0.223,2025-03-13 15:00,Long Distance,100,Yes,Excellent
SHP000288,VEH029,1599.24,12,133.27,357.16,0.223,2025-12-24 03:00,On Time,50,No,Poor
SHP000289,VEH036,1953.26,8,244.16,654.35,0.335,2025-08-03 03:36,On Time,50,No,Poor
SHP000290,VEH003,821.84,8,102.73,275.32,0.335,2025-05-24 03:36,On Time,50,No,Poor
SHP000291,VEH003,1696.92,8,212.12,568.48,0.335,2025-08-16 00:48,On Time,50,No,Poor
SHP000292,VEH014,1627.54,12,135.63,363.49,0.223,2025-12-20 03:00,On Time,50,No,Poor
SHP000293,VEH003,1024.18,8,128.02,343.09,0.335,2025-02-03 03:36,On Time,50,No,Poor
SHP000294,VEH008,929.07,8,116.13,311.23,0.335,2025-08-22 09:00,In Transit,50,No,Poor
SHP000295,VEH036,1811.74,8,226.47,606.94,0.335,2025-11-26 03:36,On Time,50,No,Poor
SHP000296,VEH036,1493.02,8,186.63,500.17,0.335,2025-05-06 09:00,In Transit,50,No,Poor
SHP000297,VEH023,1846.24,12,153.85,412.32,0.223,2025-10-12 15:00,Long Distance,50,No,Poor
SHP000298,VEH018,932.63,12,77.72,208.29,0.223,2025-06-20 00:40,On Time,50,No,Poor
SHP000299,VEH034,1619.47,12,134.96,361.69,0.223,2025-03-17 03:00,On Time,50,No,Poor
SHP000300,VEH018,957.44,12,79.79,213.84,0.223,2025-02-26 00:40,On Time,50,No,Poor
SHP000301,VEH036,235.97,8,29.5,79.06,0.335,2025-07-05 00:48,On Time,85,Yes,Good
SHP000302,VEH003,2204.58,8,275.57,738.53,0.335,2025-04-02 09:00,In Transit,50,No,Poor
SHP000303,VEH018,2544.69,12,212.06,568.32,0.223,2025-09-28 00:40,On Time,50,No,Poor
SHP000304,VEH008,868.0,8,108.5,290.78,0.335,2025-08-18 00:48,On Time,50,No,Poor
SHP000305,VEH014,1969.8,12,164.15,439.92,0.223,2025-08-20 07:30,In Transit,50,No,Poor
SHP000306,VEH008,958.06,8,119.76,320.96,0.335,2025-12-05 03:36,On Time,50,No,Poor
SHP000307,VEH036,1439.94,8,179.99,482.37,0.335,2025-02-03 03:36,On Time,50,No,Poor
SHP000308,VEH036,2045.85,8,255.73,685.36,0.335,2025-02-25 03:36,On Time,50,No,Poor
SHP000309,VEH003,978.02,8,122.25,327.63,0.335,2025-02-11 03:36,On Time,50,No,Poor
SHP000310,VEH023,947.77,12,78.98,211.67,0.223,2025-03-08 00:40,On Time,50,No,Poor
SHP000311,VEH023,942.89,12,78.57,210.57,0.223,2025-10-10 00:40,On Time,50,No,Poor
SHP000312,VEH023,1707.71,12,142.31,381.39,0.223,2025-09-29 00:40,On Time,50,No,Poor
SHP000313,VEH014,1909.51,12,159.13,426.47,0.223,2025-08-10 07:30,In Transit,50,No,Poor
SHP000314,VEH003,1502.22,8,187.78,503.25,0.335,2025-12-02 00:48,On Time,50,No,Poor
SHP000315,VEH008,144.02,8,18.0,48.24,0.335,2025-08-21 00:48,On Time,100,Yes,Excellent
SHP000316,VEH023,259.61,12,21.63,57.97,0.223,2025-07-24 15:00,Long Distance,100,Yes,Excellent
SHP000317,VEH036,1792.42,8,224.05,600.45,0.335,2025-08-08 09:00,In Transit,50,No,Poor
SHP000318,VEH003,1076.01,8,134.5,360.46,0.335,2025-03-22 09:00,In Transit,50,No,Poor
SHP000319,VEH034,1296.94,12,108.08,289.65,0.223,2025-02-14 03:00,On Time,50,No,Poor
SHP000320,VEH008,834.83,8,104.35,279.66,0.335,2025-03-09 03:36,On Time,50,No,Poor
SHP000321,VEH018,545.26,12,45.44,121.78,0.223,2025-10-16 03:00,On Time,70,Yes,Average
SHP000322,VEH018,828.83,12,69.07,185.11,0.223,2025-07-03 07:30,In Transit,50,No,Poor
SHP000323,VEH034,1904.23,12,158.69,425.29,0.223,2025-01-28 00:40,On Time,50,No,Poor
SHP000324,VEH029,1271.32,12,105.94,283.92,0.223,2025-02-24 00:40,On Time,50,No,Poor
SHP000325,VEH023,1461.57,12,121.8,326.42,0.223,2025-12-04 03:00,On Time,50,No,Poor
SHP000326,VEH036,1547.64,8,193.46,518.47,0.335,2025-10-13 18:00,Long Distance,50,No,Poor
SHP000327,VEH018,1262.02,12,105.17,281.86,0.223,2025-04-28 07:30,In Transit,50,No,Poor
SHP000328,VEH018,377.22,12,31.44,84.26,0.223,2025-11-10 03:00,On Time,85,Yes,Good
SHP000329,VEH014,1140.55,12,95.05,254.73,0.223,2025-04-04 00:40,On Time,50,No,Poor
SHP000330,VEH029,941.93,12,78.49,210.35,0.223,2025-06-25 00:40,On Time,50,No,Poor
SHP000331,VEH018,2441.96,12,203.5,545.38,0.223,2025-10-17 07:30,In Transit,50,No,Poor
SHP000332,VEH018,851.25,12,70.94,190.12,0.223,2025-11-24 01:00,Long Distance,50,No,Poor
SHP000333,VEH036,1720.29,8,215.04,576.31,0.335,2025-04-23 18:00,Long Distance,50,No,Poor
SHP000334,VEH018,1279.61,12,106.63,285.77,0.223,2025-03-22 00:40,On Time,50,No,Poor
SHP000335,VEH036,511.8,8,63.98,171.47,0.335,2025-10-18 00:48,On Time,70,Yes,Average
SHP000336,VEH034,380.86,12,31.74,85.06,0.223,2025-03-22 07:30,In Transit,85,Yes,Good
SHP000337,VEH029,758.05,12,63.17,169.3,0.223,2025-05-21 00:40,On Time,70,Yes,Average
SHP000338,VEH003,1428.83,8,178.6,478.65,0.335,2025-11-08 09:00,In Transit,50,No,Poor
SHP000339,VEH023,1653.55,12,137.8,369.3,0.223,2025-09-21 00:40,On Time,50,No,Poor
SHP000340,VEH003,1338.18,8,167.27,448.28,0.335,2025-05-27 03:36,On Time,50,No,Poor
SHP000341,VEH034,1896.62,12,158.05,423.57,0.223,2025-09-28 07:30,In Transit,50,No,Poor
SHP000342,VEH023,1532.43,12,127.7,342.24,0.223,2025-07-23 00:40,On Time,50,No,Poor
SHP000343,VEH036,1812.21,8,226.53,607.1,0.335,2025-06-05 09:00,In Transit,50,No,Poor
SHP000344,VEH014,744.59,12,62.05,166.29,0.223,2025-05-31 00:40,On Time,70,Yes,Average
SHP000345,VEH036,783.36,8,97.92,262.43,0.335,2025-08-09 00:48,On Time,50,No,Poor
SHP000346,VEH023,1630.81,12,135.9,364.21,0.223,2025-12-27 03:00,On Time,50,No,Poor
SHP000347,VEH029,1131.37,12,94.28,252.67,0.223,2025-02-08 03:00,On Time,50,No,Poor
SHP000348,VEH003,1224.63,8,153.08,410.25,0.335,2025-01-10 00:48,On Time,50,No,Poor
SHP000349,VEH034,1471.78,12,122.65,328.7,0.223,2025-08-08 03:00,On Time,50,No,Poor
SHP000350,VEH018,825.94,12,68.83,184.46,0.223,2025-05-31 07:30,In Transit,50,No,Poor
SHP000351,VEH014,2227.59,12,185.63,497.49,0.223,2025-03-29 15:00,Long Distance,50,No,Poor
SHP000352,VEH014,761.67,12,63.47,170.1,0.223,2025-02-16 03:00,On Time,70,Yes,Average
SHP000353,VEH036,1102.62,8,137.83,369.38,0.335,2025-11-01 06:00,Long Distance,50,No,Poor
SHP000354,VEH008,1359.69,8,169.96,455.49,0.335,2025-06-09 00:48,On Time,50,No,Poor
SHP000355,VEH008,746.17,8,93.27,249.96,0.335,2025-02-10 18:00,Long Distance,50,No,Poor
SHP000356,VEH018,248.26,12,20.69,55.45,0.223,2025-09-21 00:40,On Time,100,Yes,Excellent
SHP000357,VEH003,1222.25,8,152.78,409.45,0.335,2025-11-28 06:00,Long Distance,50,No,Poor
SHP000358,VEH029,654.19,12,54.52,146.11,0.223,2025-05-12 15:00,Long Distance,70,Yes,Average
SHP000359,VEH018,1748.14,12,145.68,390.42,0.223,2025-12-02 00:40,On Time,50,No,Poor
SHP000360,VEH008,766.28,8,95.78,256.69,0.335,2025-08-28 09:00,In Transit,50,No,Poor
SHP000361,VEH018,1455.85,12,121.32,325.14,0.223,2025-12-16 07:30,In Transit,50,No,Poor
SHP000362,VEH014,158.85,12,13.24,35.48,0.223,2025-06-16 01:00,Long Distance,100,Yes,Excellent
SHP000363,VEH003,1067.95,8,133.49,357.75,0.335,2025-02-06 18:00,Long Distance,50,No,Poor
SHP000364,VEH036,1782.42,8,222.8,597.1,0.335,2025-05-21 09:00,In Transit,50,No,Poor
SHP000365,VEH014,1387.76,12,115.65,309.94,0.223,2025-02-09 07:30,In Transit,50,No,Poor
SHP000366,VEH018,1163.89,12,96.99,259.93,0.223,2025-01-30 07:30,In Transit,50,No,Poor
SHP000367,VEH003,1417.89,8,177.24,475.0,0.335,2025-02-16 09:00,In Transit,50,No,Poor
SHP000368,VEH003,1163.07,8,145.38,389.62,0.335,2025-08-27 18:00,Long Distance,50,No,Poor
SHP000369,VEH023,913.47,12,76.12,204.0,0.223,2025-08-21 00:40,On Time,50,No,Poor
SHP000370,VEH008,695.77,8,86.97,233.08,0.335,2025-11-06 18:00,Long Distance,50,No,Poor
SHP000371,VEH018,1448.79,12,120.73,323.56,0.223,2025-08-21 03:00,On Time,50,No,Poor
SHP000372,VEH023,105.53,12,8.79,23.56,0.223,2025-09-16 00:40,On Time,100,Yes,Excellent
SHP000373,VEH008,715.37,8,89.42,239.65,0.335,2025-12-30 00:48,On Time,50,No,Poor
SHP000374,VEH029,1011.94,12,84.33,226.0,0.223,2025-11-10 00:40,On Time,50,No,Poor
SHP000375,VEH036,1413.13,8,176.64,473.4,0.335,2025-07-20 09:00,In Transit,50,No,Poor
SHP000376,VEH014,1083.07,12,90.26,241.9,0.223,2025-11-22 07:30,In Transit,50,No,Poor
SHP000377,VEH023,1692.58,12,141.05,378.01,0.223,2025-02-19 00:40,On Time,50,No,Poor
SHP000378,VEH036,342.42,8,42.8,114.7,0.335,2025-05-12 00:48,On Time,70,Yes,Average
SHP000379,VEH008,985.8,8,123.22,330.23,0.335,2025-06-22 09:00,In Transit,50,No,Poor
SHP000380,VEH008,1427.84,8,178.48,478.33,0.335,2025-06-30 03:36,On Time,50,No,Poor
SHP000381,VEH008,434.97,8,54.37,145.71,0.335,2025-07-21 09:00,In Transit,70,Yes,Average
SHP000382,VEH003,190.68,8,23.84,63.89,0.335,2025-06-09 00:48,On Time,85,Yes,Good
SHP000383,VEH034,1333.21,12,111.1,297.75,0.223,2025-06-18 07:30,In Transit,50,No,Poor
SHP000384,VEH023,1061.71,12,88.48,237.13,0.223,2025-12-18 15:00,Long Distance,50,No,Poor
SHP000385,VEH023,1551.46,12,129.29,346.5,0.223,2025-08-05 15:00,Long Distance,50,No,Poor
SHP000386,VEH029,1239.05,12,103.25,276.71,0.223,2025-06-10 07:30,In Transit,50,No,Poor
SHP000387,VEH034,688.85,12,57.4,153.83,0.223,2025-04-11 07:30,In Transit,70,Yes,Average
SHP000388,VEH003,2394.66,8,299.33,802.2,0.335,2025-06-02 09:00,In Transit,50,No,Poor
SHP000389,VEH036,1512.19,8,189.02,506.57,0.335,2025-09-28 00:48,On Time,50,No,Poor
SHP000390,VEH014,1780.58,12,148.38,397.66,0.223,2025-11-13 00:40,On Time,50,No,Poor
SHP000391,VEH008,628.29,8,78.54,210.49,0.335,2025-03-25 09:00,In Transit,50,No,Poor
SHP000392,VEH023,2184.69,12,182.06,487.92,0.223,2025-08-14 07:30,In Transit,50,No,Poor
SHP000393,VEH003,304.54,8,38.07,102.03,0.335,2025-05-03 09:00,In Transit,70,Yes,Average
SHP000394,VEH003,1243.79,8,155.47,416.66,0.335,2025-08-20 09:00,In Transit,50,No,Poor
SHP000395,VEH018,109.75,12,9.15,24.52,0.223,2025-08-31 00:40,On Time,100,Yes,Excellent
SHP000396,VEH014,927.12,12,77.26,207.06,0.223,2025-08-16 00:40,On Time,50,No,Poor
SHP000397,VEH029,1305.86,12,108.82,291.64,0.223,2025-09-15 07:30,In Transit,50,No,Poor
SHP000398,VEH036,811.93,8,101.49,271.99,0.335,2025-11-08 03:36,On Time,50,No,Poor
SHP000399,VEH003,1517.17,8,189.65,508.26,0.335,2025-09-05 09:00,In Transit,50,No,Poor
SHP000400,VEH034,1595.9,12,132.99,356.41,0.223,2025-03-05 00:40,On Time,50,No,Poor
SHP000401,VEH018,1208.94,12,100.74,269.98,0.223,2025-08-21 15:00,Long Distance,50,No,Poor
SHP000402,VEH003,1166.67,8,145.83,390.82,0.335,2025-04-25 09:00,In Transit,50,No,Poor
SHP000403,VEH003,405.46,8,50.68,135.82,0.335,2025-01-28 00:48,On Time,70,Yes,Average
SHP000404,VEH014,57.82,12,4.82,12.92,0.223,2025-07-17 07:30,In Transit,100,Yes,Excellent
SHP000405,VEH008,827.44,8,103.43,277.19,0.335,2025-06-15 00:48,On Time,50,No,Poor
SHP000406,VEH036,1869.27,8,233.66,626.21,0.335,2025-03-17 03:36,On Time,50,No,Poor
SHP000407,VEH034,1657.38,12,138.12,370.16,0.223,2025-08-31 00:40,On Time,50,No,Poor
SHP000408,VEH029,958.26,12,79.86,214.02,0.223,2025-08-20 03:00,On Time,50,No,Poor
SHP000409,VEH014,1762.27,12,146.86,393.58,0.223,2025-05-13 07:30,In Transit,50,No,Poor
SHP000410,VEH034,1464.84,12,122.07,327.15,0.223,2025-11-10 07:30,In Transit,50,No,Poor
SHP000411,VEH023,1691.85,12,140.99,377.85,0.223,2025-05-03 03:00,On Time,50,No,Poor
SHP000412,VEH008,1517.97,8,189.75,508.53,0.335,2025-08-05 03:36,On Time,50,No,Poor
SHP000413,VEH034,1792.11,12,149.34,400.23,0.223,2025-02-27 03:00,On Time,50,No,Poor
SHP000414,VEH014,2112.29,12,176.02,471.73,0.223,2025-11-21 00:40,On Time,50,No,Poor
SHP000415,VEH034,1384.23,12,115.35,309.14,0.223,2025-03-15 03:00,On Time,50,No,Poor
SHP000416,VEH023,1693.17,12,141.1,378.15,0.223,2025-07-01 15:00,Long Distance,50,No,Poor
SHP000417,VEH023,877.12,12,73.09,195.88,0.223,2025-12-09 00:40,On Time,50,No,Poor
SHP000418,VEH036,267.3,8,33.41,89.54,0.335,2025-02-06 03:36,On Time,85,Yes,Good
SHP000419,VEH036,923.69,8,115.46,309.43,0.335,2025-10-11 00:48,On Time,50,No,Poor
SHP000420,VEH018,1001.33,12,83.44,223.62,0.223,2025-11-24 03:00,On Time,50,No,Poor
SHP000421,VEH018,1210.71,12,100.89,270.39,0.223,2025-07-03 15:00,Long Distance,50,No,Poor
SHP000422,VEH036,1816.69,8,227.09,608.6,0.335,2025-12-05 00:48,On Time,50,No,Poor
SHP000423,VEH014,177.21,12,14.77,39.58,0.223,2025-03-11 15:00,Long Distance,100,Yes,Excellent
SHP000424,VEH008,526.41,8,65.8,176.34,0.335,2025-11-26 03:36,On Time,70,Yes,Average
SHP000425,VEH036,1302.78,8,162.85,436.44,0.335,2025-12-23 09:00,In Transit,50,No,Poor
SHP000426,VEH029,634.8,12,52.9,141.77,0.223,2025-03-11 07:30,In Transit,70,Yes,Average
SHP000427,VEH008,1410.27,8,176.28,472.43,0.335,2025-05-31 18:00,Long Distance,50,No,Poor
SHP000428,VEH018,919.51,12,76.63,205.37,0.223,2025-01-22 03:00,On Time,50,No,Poor
SHP000429,VEH029,472.37,12,39.36,105.48,0.223,2025-10-06 00:40,On Time,70,Yes,Average
SHP000430,VEH008,648.53,8,81.07,217.27,0.335,2025-05-29 00:48,On Time,50,No,Poor
SHP000431,VEH034,929.55,12,77.46,207.59,0.223,2025-06-21 00:40,On Time,50,No,Poor
SHP000432,VEH008,788.15,8,98.52,264.03,0.335,2025-07-26 00:48,On Time,50,No,Poor
SHP000433,VEH018,1150.96,12,95.91,257.04,0.223,2025-09-12 00:40,On Time,50,No,Poor
SHP000434,VEH023,2043.42,12,170.28,456.35,0.223,2025-05-19 03:00,On Time,50,No,Poor
SHP000435,VEH018,1581.6,12,131.8,353.22,0.223,2025-08-10 03:00,On Time,50,No,Poor
SHP000436,VEH014,1907.34,12,158.94,425.96,0.223,2025-06-15 15:00,Long Distance,50,No,Poor
SHP000437,VEH008,1214.9,8,151.86,406.98,0.335,2025-06-01 09:00,In Transit,50,No,Poor
SHP000438,VEH036,779.51,8,97.44,261.14,0.335,2025-08-08 03:36,On Time,50,No,Poor
SHP000439,VEH023,1386.62,12,115.55,309.67,0.223,2025-08-17 03:00,On Time,50,No,Poor
SHP000440,VEH014,1417.91,12,118.16,316.67,0.223,2025-08-12 07:30,In Transit,50,No,Poor
SHP000441,VEH029,1800.09,12,150.01,402.03,0.223,2025-12-10 07:30,In Transit,50,No,Poor
SHP000442,VEH008,801.22,8,100.15,268.4,0.335,2025-12-16 03:36,On Time,50,No,Poor
SHP000443,VEH036,1674.61,8,209.33,561.0,0.335,2025-01-18 00:48,On Time,50,No,Poor
SHP000444,VEH003,480.77,8,60.1,161.07,0.335,2025-07-09 00:48,On Time,70,Yes,Average
SHP000445,VEH036,1707.07,8,213.38,571.86,0.335,2025-11-06 00:48,On Time,50,No,Poor
SHP000446,VEH018,1070.11,12,89.18,239.0,0.223,2025-07-09 00:40,On Time,50,No,Poor
SHP000447,VEH029,523.9,12,43.66,117.01,0.223,2025-09-30 03:00,On Time,70,Yes,Average
SHP000448,VEH036,1232.59,8,154.07,412.91,0.335,2025-05-25 00:48,On Time,50,No,Poor
SHP000449,VEH036,1787.81,8,223.48,598.93,0.335,2025-04-06 18:00,Long Distance,50,No,Poor
SHP000450,VEH003,346.24,8,43.28,115.99,0.335,2025-05-16 18:00,Long Distance,70,Yes,Average
SHP000451,VEH036,1591.96,8,199.0,533.32,0.335,2025-11-11 00:48,On Time,50,No,Poor
SHP000452,VEH036,1944.97,8,243.12,651.56,0.335,2025-03-06 18:00,Long Distance,50,No,Poor
SHP000453,VEH034,2097.95,12,174.83,468.54,0.223,2025-08-17 00:40,On Time,50,No,Poor
SHP000454,VEH008,873.96,8,109.24,292.76,0.335,2025-06-29 00:48,On Time,50,No,Poor
SHP000455,VEH034,372.41,12,31.03,83.16,0.223,2025-05-29 15:00,Long Distance,85,Yes,Good
SHP000456,VEH003,2272.57,8,284.07,761.31,0.335,2025-12-26 18:00,Long Distance,50,No,Poor
SHP000457,VEH036,1849.98,8,231.25,619.75,0.335,2025-04-25 09:00,In Transit,50,No,Poor
SHP000458,VEH014,1261.01,12,105.08,281.61,0.223,2025-09-10 07:30,In Transit,50,No,Poor
SHP000459,VEH029,555.37,12,46.28,124.03,0.223,2025-07-08 15:00,Long Distance,70,Yes,Average
SHP000460,VEH014,1860.53,12,155.04,415.51,0.223,2025-02-14 07:30,In Transit,50,No,Poor
SHP000461,VEH023,3.41,12,0.28,0.75,0.22,2025-09-28 00:40,On Time,100,Yes,Excellent
SHP000462,VEH029,583.35,12,48.61,130.27,0.223,2025-02-08 03:00,On Time,70,Yes,Average
SHP000463,VEH034,603.98,12,50.33,134.88,0.223,2025-08-19 00:40,On Time,70,Yes,Average
SHP000464,VEH036,1734.57,8,216.82,581.08,0.335,2025-03-10 06:00,Long Distance,50,No,Poor
SHP000465,VEH008,1040.69,8,130.09,348.64,0.335,2025-03-10 00:48,On Time,50,No,Poor
SHP000466,VEH018,840.67,12,70.06,187.76,0.223,2025-09-23 03:00,On Time,50,No,Poor
SHP000467,VEH029,536.08,12,44.67,119.72,0.223,2025-06-16 03:00,On Time,70,Yes,Average
SHP000468,VEH036,292.46,8,36.56,97.98,0.335,2025-05-28 03:36,On Time,85,Yes,Good
SHP000469,VEH018,1007.91,12,83.99,225.09,0.223,2025-10-11 15:00,Long Distance,50,No,Poor
SHP000470,VEH023,1906.75,12,158.9,425.85,0.223,2025-11-13 03:00,On Time,50,No,Poor
SHP000471,VEH018,904.12,12,75.34,201.91,0.223,2025-11-02 03:00,On Time,50,No,Poor
SHP000472,VEH034,961.26,12,80.1,214.67,0.223,2025-11-17 00:40,On Time,50,No,Poor
SHP000473,VEH008,1642.65,8,205.33,550.28,0.335,2025-10-16 00:48,On Time,50,No,Poor
SHP000474,VEH023,342.17,12,28.51,76.41,0.223,2025-11-25 07:30,In Transit,85,Yes,Good
SHP000475,VEH029,1047.17,12,87.26,233.86,0.223,2025-10-22 00:40,On Time,50,No,Poor
SHP000476,VEH014,304.23,12,25.35,67.94,0.223,2025-09-13 15:00,Long Distance,85,Yes,Good
SHP000477,VEH018,983.35,12,81.95,219.63,0.223,2025-09-05 07:30,In Transit,50,No,Poor
SHP000478,VEH029,512.58,12,42.72,114.49,0.223,2025-08-23 00:40,On Time,70,Yes,Average
SHP000479,VEH008,576.31,8,72.04,193.07,0.335,2025-08-16 18:00,Long Distance,50,No,Poor
SHP000480,VEH008,212.81,8,26.6,71.29,0.335,2025-06-25 00:48,On Time,85,Yes,Good
SHP000481,VEH029,210.84,12,17.57,47.09,0.223,2025-06-15 00:40,On Time,100,Yes,Excellent
SHP000482,VEH034,1543.0,12,128.58,344.59,0.223,2025-07-10 07:30,In Transit,50,No,Poor
SHP000483,VEH008,792.53,8,99.07,265.51,0.335,2025-05-06 03:36,On Time,50,No,Poor
SHP000484,VEH036,836.17,8,104.52,280.11,0.335,2025-05-08 18:00,Long Distance,50,No,Poor
SHP000485,VEH034,982.04,12,81.84,219.33,0.223,2025-07-18 00:40,On Time,50,No,Poor
SHP000486,VEH018,680.47,12,56.71,151.98,0.223,2025-03-23 15:00,Long Distance,70,Yes,Average
SHP000487,VEH008,1140.78,8,142.6,382.17,0.335,2025-04-09 06:00,Long Distance,50,No,Poor
SHP000488,VEH018,1061.14,12,88.43,236.99,0.223,2025-09-15 00:40,On Time,50,No,Poor
SHP000489,VEH014,369.7,12,30.81,82.57,0.223,2025-07-23 03:00,On Time,85,Yes,Good
SHP000490,VEH036,152.69,8,19.09,51.16,0.335,2025-10-28 03:36,On Time,100,Yes,Excellent
SHP000491,VEH014,196.01,12,16.33,43.76,0.223,2025-09-11 03:00,On Time,100,Yes,Excellent
SHP000492,VEH003,1355.36,8,169.42,454.05,0.335,2025-05-29 18:00,Long Distance,50,No,Poor
SHP000493,VEH018,1509.81,12,125.82,337.2,0.223,2025-03-11 03:00,On Time,50,No,Poor
SHP000494,VEH014,708.82,12,59.07,158.31,0.223,2025-07-09 00:40,On Time,70,Yes,Average
SHP000495,VEH003,1726.44,8,215.8,578.34,0.335,2025-07-07 09:00,In Transit,50,No,Poor
SHP000496,VEH036,2050.81,8,256.35,687.02,0.335,2025-09-16 00:48,On Time,50,No,Poor
SHP000497,VEH023,1965.72,12,163.81,439.01,0.223,2025-11-17 15:00,Long Distance,50,No,Poor
SHP000498,VEH023,2559.4,12,213.28,571.59,0.223,2025-02-20 00:40,On Time,50,No,Poor
SHP000499,VEH029,1595.19,12,132.93,356.25,0.223,2025-07-09 03:00,On Time,50,No,Poor
SHP000500,VEH023,520.05,12,43.34,116.15,0.223,2025-07-25 07:30,In Transit,70,Yes,Average
SHP000501,VEH036,649.0,8,81.12,217.4,0.335,2025-03-13 00:48,On Time,50,No,Poor
SHP000502,VEH003,1399.96,8,175.0,469.0,0.335,2025-08-23 18:00,Long Distance,50,No,Poor
SHP000503,VEH014,1349.02,12,112.42,301.29,0.223,2025-06-19 03:00,On Time,50,No,Poor
SHP000504,VEH023,1230.82,12,102.57,274.89,0.223,2025-11-13 03:00,On Time,50,No,Poor
SHP000505,VEH018,1491.24,12,124.27,333.04,0.223,2025-09-19 00:40,On Time,50,No,Poor
SHP000506,VEH023,1187.83,12,98.99,265.29,0.223,2025-06-04 07:30,In Transit,50,No,Poor
SHP000507,VEH008,847.5,8,105.94,283.92,0.335,2025-12-12 00:48,On Time,50,No,Poor
SHP000508,VEH014,884.71,12,73.73,197.6,0.223,2025-12-19 07:30,In Transit,50,No,Poor
SHP000509,VEH036,1580.08,8,197.51,529.33,0.335,2025-05-17 00:48,On Time,50,No,Poor
SHP000510,VEH003,1297.33,8,162.17,434.62,0.335,2025-01-27 03:36,On Time,50,No,Poor
SHP000511,VEH034,1937.12,12,161.43,432.63,0.223,2025-11-21 00:40,On Time,50,No,Poor
SHP000512,VEH008,922.94,8,115.37,309.19,0.335,2025-12-17 09:00,In Transit,50,No,Poor
SHP000513,VEH003,665.22,8,83.15,222.84,0.335,2025-02-28 03:36,On Time,50,No,Poor
SHP000514,VEH014,1607.53,12,133.96,359.01,0.223,2025-08-03 15:00,Long Distance,50,No,Poor
SHP000515,VEH014,1435.81,12,119.65,320.66,0.223,2025-07-31 07:30,In Transit,50,No,Poor
SHP000516,VEH029,1307.9,12,108.99,292.09,0.223,2025-02-02 07:30,In Transit,50,No,Poor
SHP000517,VEH014,930.7,12,77.56,207.86,0.223,2025-10-17 07:30,In Transit,50,No,Poor
