shipment_id,order_id,warehouse_code,warehouse_city,destination_city,destination_state,destination_region,nearest_warehouse,backup_warehouse,distance_km,distance_category,coverage_status,route_priority
SHP000195,ORD000195,NAG_NH,nagpur,mudbidri,Karnataka,South,Bengaluru,Hyderabad,1046.24,Long Distance,Secondary,Low
SHP000196,ORD000196,MAA_RDC,chennai,hajan,Jammu and Kashmir,North,New Delhi,Nagpur,2674.56,Long Distance,Secondary,Low
SHP000197,ORD000197,MUM_NH,mumbai,bandipore,Jammu and Kashmir,North,New Delhi,Nagpur,1945.27,Long Distance,Secondary,Low
SHP000198,ORD000198,NAG_NH,nagpur,ghatsila,Jharkhand,East,Kolkata,Nagpur,840.77,Long Distance,Secondary,Low
SHP000199,ORD000199,CCU_RDC,kolkata,paschim medinipur district,West Bengal,East,Kolkata,Nagpur,112.57,Local,Secondary,High
SHP000200,ORD000200,MUM_NH,mumbai,jalkot,Maharashtra,West,Mumbai,Nagpur,481.34,Regional,Secondary,Medium
SHP000201,ORD000201,MUM_NH,mumbai,kamakhyanagar,Odisha,East,Kolkata,Nagpur,1426.7,Long Distance,Secondary,Low
SHP000202,ORD000202,MUM_NH,mumbai,azamgarh,Uttar Pradesh,North,New Delhi,Nagpur,1423.84,Long Distance,Secondary,Low
SHP000203,ORD000203,HYD_RDC,hyderabad,morva (hadaf),Gujarat,West,Ahmedabad,Mumbai,832.53,Long Distance,Secondary,Low
SHP000204,ORD000204,NAG_NH,nagpur,ratnagiri,Maharashtra,West,Mumbai,Nagpur,790.67,Long Distance,Secondary,Low
SHP000205,ORD000205,DEL_RDC,new delhi,asalatganj,Uttar Pradesh,North,New Delhi,Nagpur,381.64,Regional,Secondary,Medium
SHP000206,ORD000206,MUM_NH,mumbai,karumbakkam,Tamil Nadu,South,Chennai,Bengaluru,1090.08,Long Distance,Secondary,Low
SHP000207,ORD000207,DEL_RDC,new delhi,lalitpur,Uttar Pradesh,North,New Delhi,Nagpur,534.13,Long Distance,Secondary,Low
SHP000208,ORD000208,HYD_RDC,hyderabad,bakani,Rajasthan,West,Ahmedabad,Mumbai,859.04,Long Distance,Secondary,Low
SHP000209,ORD000209,NAG_NH,nagpur,tekkali,Andhra Pradesh,South,Hyderabad,Nagpur,647.45,Long Distance,Secondary,Low
SHP000210,ORD000210,NAG_NH,nagpur,keelakarai,Tamil Nadu,South,Chennai,Bengaluru,1377.58,Long Distance,Secondary,Low
SHP000211,ORD000211,MUM_NH,mumbai,nawa,Rajasthan,West,Ahmedabad,Mumbai,990.9,Long Distance,Secondary,Low
SHP000212,ORD000212,MUM_NH,mumbai,benaulim,Goa,West,Ahmedabad,Mumbai,458.83,Regional,Secondary,Medium
SHP000213,ORD000213,MAA_RDC,chennai,indpur community development block,West Bengal,East,Kolkata,Nagpur,1395.32,Long Distance,Secondary,Low
SHP000214,ORD000214,BLR_RDC,bengaluru,singrauli,Madhya Pradesh,Central,Nagpur,Mumbai,1437.25,Long Distance,Secondary,Low
SHP000215,ORD000215,NAG_NH,nagpur,malasa,Uttar Pradesh,North,New Delhi,Nagpur,630.24,Long Distance,Secondary,Low
SHP000216,ORD000216,NAG_NH,nagpur,terha,Uttar Pradesh,North,New Delhi,Nagpur,583.71,Long Distance,Secondary,Low
SHP000217,ORD000217,DEL_RDC,new delhi,bidhuna,Uttar Pradesh,North,New Delhi,Nagpur,343.27,Regional,Secondary,Medium
SHP000218,ORD000218,AMD_RDC,ahmedabad,chitrakoot,Uttar Pradesh,North,New Delhi,Nagpur,983.1,Long Distance,Secondary,Low
SHP000219,ORD000219,BLR_RDC,bengaluru,manasa,Madhya Pradesh,Central,Nagpur,Mumbai,1382.42,Long Distance,Secondary,Low
SHP000220,ORD000220,MAA_RDC,chennai,punasa,Madhya Pradesh,Central,Nagpur,Mumbai,1154.1,Long Distance,Secondary,Low
SHP000221,ORD000221,MUM_NH,mumbai,peddapuram,Andhra Pradesh,South,Hyderabad,Nagpur,1056.52,Long Distance,Secondary,Low
SHP000222,ORD000222,BLR_RDC,bengaluru,elayirampannai,Tamil Nadu,South,Chennai,Bengaluru,420.81,Regional,Secondary,Medium
SHP000223,ORD000223,NAG_NH,nagpur,tiruttangal,Tamil Nadu,South,Chennai,Bengaluru,1355.98,Long Distance,Secondary,Low
SHP000224,ORD000224,MUM_NH,mumbai,soyibug,Jammu and Kashmir,North,New Delhi,Nagpur,1886.55,Long Distance,Secondary,Low
SHP000225,ORD000225,CCU_RDC,kolkata,balimila,Odisha,East,Kolkata,Nagpur,860.72,Long Distance,Secondary,Low
SHP000226,ORD000226,HYD_RDC,hyderabad,koratla,Telangana,South,Hyderabad,Nagpur,170.75,Regional,Secondary,Medium
SHP000227,ORD000227,DEL_RDC,new delhi,surandai,Tamil Nadu,South,Chennai,Bengaluru,2326.18,Long Distance,Secondary,Low
SHP000228,ORD000228,CCU_RDC,kolkata,kandukur,Andhra Pradesh,South,Hyderabad,Nagpur,1274.95,Long Distance,Secondary,Low
SHP000229,ORD000229,HYD_RDC,hyderabad,gandai,Chhattisgarh,Central,Nagpur,Mumbai,585.34,Long Distance,Secondary,Low
SHP000230,ORD000230,NAG_NH,nagpur,thrissur district,Kerala,South,Chennai,Bengaluru,1272.2,Long Distance,Secondary,Low
SHP000231,ORD000231,NAG_NH,nagpur,vidisha,Madhya Pradesh,Central,Nagpur,Mumbai,355.09,Regional,Secondary,Medium
SHP000232,ORD000232,AMD_RDC,ahmedabad,serchhip,Mizoram,North-East,Kolkata,Nagpur,2261.46,Long Distance,Secondary,Low
SHP000233,ORD000233,CCU_RDC,kolkata,gumia,Jharkhand,East,Kolkata,Nagpur,318.39,Regional,Secondary,Medium
SHP000234,ORD000234,MAA_RDC,chennai,bijawar,Madhya Pradesh,Central,Nagpur,Mumbai,1362.63,Long Distance,Secondary,Low
SHP000235,ORD000235,DEL_RDC,new delhi,thasra,Gujarat,West,Ahmedabad,Mumbai,848.77,Long Distance,Secondary,Low
SHP000236,ORD000236,BLR_RDC,bengaluru,kashipur,Uttarakhand,North,New Delhi,Nagpur,1952.29,Long Distance,Secondary,Low
SHP000237,ORD000237,AMD_RDC,ahmedabad,radhakund,Uttar Pradesh,North,New Delhi,Nagpur,777.75,Long Distance,Secondary,Low
SHP000238,ORD000238,DEL_RDC,new delhi,karamsad,Gujarat,West,Ahmedabad,Mumbai,893.15,Long Distance,Secondary,Low
SHP000239,ORD000239,NAG_NH,nagpur,churulia,West Bengal,East,Kolkata,Nagpur,944.88,Long Distance,Secondary,Low
SHP000240,ORD000240,BLR_RDC,bengaluru,sardoi,Gujarat,West,Ahmedabad,Mumbai,1334.16,Long Distance,Secondary,Low
SHP000241,ORD000241,MUM_NH,mumbai,modasa,Gujarat,West,Ahmedabad,Mumbai,526.58,Long Distance,Secondary,Low
SHP000242,ORD000242,HYD_RDC,hyderabad,fort gloster,West Bengal,East,Kolkata,Nagpur,1241.15,Long Distance,Secondary,Low
SHP000243,ORD000243,NAG_NH,nagpur,arangaon,Maharashtra,West,Mumbai,Nagpur,547.52,Long Distance,Secondary,Low
SHP000244,ORD000244,NAG_NH,nagpur,pudukkottai,Tamil Nadu,South,Chennai,Bengaluru,1251.03,Long Distance,Secondary,Low
SHP000245,ORD000245,AMD_RDC,ahmedabad,pathardih,Jharkhand,East,Kolkata,Nagpur,1543.1,Long Distance,Secondary,Low
SHP000246,ORD000246,CCU_RDC,kolkata,ulhasnagar,Maharashtra,West,Mumbai,Nagpur,1736.49,Long Distance,Secondary,Low
SHP000247,ORD000247,MUM_NH,mumbai,madambakkam,Tamil Nadu,South,Chennai,Bengaluru,1074.85,Long Distance,Secondary,Low
SHP000248,ORD000248,BLR_RDC,bengaluru,chikodi,Karnataka,South,Bengaluru,Hyderabad,520.05,Long Distance,Secondary,Low
SHP000249,ORD000249,MAA_RDC,chennai,kalavoor,Kerala,South,Chennai,Bengaluru,594.1,Long Distance,Secondary,Low
SHP000250,ORD000250,CCU_RDC,kolkata,kumaralingam,Tamil Nadu,South,Chennai,Bengaluru,1860.85,Long Distance,Secondary,Low
SHP000251,ORD000251,BLR_RDC,bengaluru,lodhikheda,Madhya Pradesh,Central,Nagpur,Mumbai,1014.75,Long Distance,Secondary,Low
SHP000252,ORD000252,NAG_NH,nagpur,baloda bazar,Chhattisgarh,Central,Nagpur,Mumbai,347.78,Regional,Secondary,Medium
SHP000253,ORD000253,NAG_NH,nagpur,bilhaur,Uttar Pradesh,North,New Delhi,Nagpur,703.09,Long Distance,Secondary,Low
SHP000254,ORD000254,MUM_NH,mumbai,chhindwara,Madhya Pradesh,Central,Nagpur,Mumbai,761.94,Long Distance,Secondary,Low
SHP000255,ORD000255,NAG_NH,nagpur,gingee,Tamil Nadu,South,Chennai,Bengaluru,1035.5,Long Distance,Secondary,Low
SHP000256,ORD000256,BLR_RDC,bengaluru,chakrata,Uttarakhand,North,New Delhi,Nagpur,2138.01,Long Distance,Secondary,Low
SHP000257,ORD000257,BLR_RDC,bengaluru,raipur,Chhattisgarh,Central,Nagpur,Mumbai,1068.16,Long Distance,Secondary,Low
SHP000258,ORD000258,MUM_NH,mumbai,purba medinipur district,West Bengal,East,Kolkata,Nagpur,1717.09,Long Distance,Secondary,Low
SHP000259,ORD000259,MUM_NH,mumbai,dhaulpur,Rajasthan,West,Ahmedabad,Mumbai,1070.56,Long Distance,Secondary,Low
SHP000260,ORD000260,AMD_RDC,ahmedabad,kharkhauda,Haryana,North,New Delhi,Nagpur,870.27,Long Distance,Secondary,Low
SHP000261,ORD000261,BLR_RDC,bengaluru,neem ka thana,Rajasthan,West,Ahmedabad,Mumbai,1771.14,Long Distance,Secondary,Low
SHP000262,ORD000262,HYD_RDC,hyderabad,argaon,Maharashtra,West,Mumbai,Nagpur,540.15,Long Distance,Secondary,Low
SHP000263,ORD000263,MUM_NH,mumbai,walterganj,Uttar Pradesh,North,New Delhi,Nagpur,1445.08,Long Distance,Secondary,Low
SHP000264,ORD000264,NAG_NH,nagpur,kaliaganj,West Bengal,East,Kolkata,Nagpur,1163.1,Long Distance,Secondary,Low
SHP000265,ORD000265,BLR_RDC,bengaluru,morinda,Punjab,North,New Delhi,Nagpur,2152.45,Long Distance,Secondary,Low
SHP000266,ORD000266,CCU_RDC,kolkata,arrah,Bihar,East,Kolkata,Nagpur,549.95,Long Distance,Secondary,Low
SHP000267,ORD000267,CCU_RDC,kolkata,dhule,Maharashtra,West,Mumbai,Nagpur,1540.73,Long Distance,Secondary,Low
SHP000268,ORD000268,AMD_RDC,ahmedabad,bhatkal,Karnataka,South,Bengaluru,Hyderabad,1084.95,Long Distance,Secondary,Low
SHP000269,ORD000269,DEL_RDC,new delhi,puri,Odisha,East,Kolkata,Nagpur,1417.85,Long Distance,Secondary,Low
SHP000270,ORD000270,BLR_RDC,bengaluru,nellikkuppam,Tamil Nadu,South,Chennai,Bengaluru,268.37,Regional,Secondary,Medium
SHP000271,ORD000271,MAA_RDC,chennai,devarkonda,Telangana,South,Hyderabad,Nagpur,441.87,Regional,Secondary,Medium
SHP000272,ORD000272,CCU_RDC,kolkata,madhavpur ghed,Gujarat,West,Ahmedabad,Mumbai,2043.99,Long Distance,Secondary,Low
SHP000273,ORD000273,AMD_RDC,ahmedabad,machilipatnam,Andhra Pradesh,South,Hyderabad,Nagpur,1249.09,Long Distance,Secondary,Low
SHP000274,ORD000274,AMD_RDC,ahmedabad,kodala,Odisha,East,Kolkata,Nagpur,1434.02,Long Distance,Secondary,Low
SHP000275,ORD000275,MUM_NH,mumbai,kamargaon,Maharashtra,West,Mumbai,Nagpur,545.52,Long Distance,Secondary,Low
SHP000276,ORD000276,NAG_NH,nagpur,shahgarh,Madhya Pradesh,Central,Nagpur,Mumbai,382.36,Regional,Secondary,Medium
SHP000277,ORD000277,NAG_NH,nagpur,bilgram,Uttar Pradesh,North,New Delhi,Nagpur,743.54,Long Distance,Secondary,Low
SHP000278,ORD000278,DEL_RDC,new delhi,mataundh,Uttar Pradesh,North,New Delhi,Nagpur,516.26,Long Distance,Secondary,Low
SHP000279,ORD000279,NAG_NH,nagpur,jalandhar,Punjab,North,New Delhi,Nagpur,1334.71,Long Distance,Secondary,Low
SHP000280,ORD000280,MUM_NH,mumbai,bantval,Karnataka,South,Bengaluru,Hyderabad,755.3,Long Distance,Secondary,Low
SHP000281,ORD000281,HYD_RDC,hyderabad,raebareli,Uttar Pradesh,North,New Delhi,Nagpur,1106.2,Long Distance,Secondary,Low
SHP000282,ORD000282,DEL_RDC,new delhi,nuapada,Odisha,East,Kolkata,Nagpur,1146.89,Long Distance,Secondary,Low
SHP000283,ORD000283,NAG_NH,nagpur,machhali shahar,Uttar Pradesh,North,New Delhi,Nagpur,663.72,Long Distance,Secondary,Low
SHP000284,ORD000284,AMD_RDC,ahmedabad,mokokchung,Nagaland,North-East,Kolkata,Nagpur,2474.2,Long Distance,Secondary,Low
SHP000285,ORD000285,NAG_NH,nagpur,kotma,Madhya Pradesh,Central,Nagpur,Mumbai,406.18,Regional,Secondary,Medium
SHP000286,ORD000286,NAG_NH,nagpur,kharar,Punjab,North,New Delhi,Nagpur,1221.06,Long Distance,Secondary,Low
SHP000287,ORD000287,DEL_RDC,new delhi,gharaunda,Haryana,North,New Delhi,Nagpur,118.2,Local,Secondary,High
SHP000288,ORD000288,HYD_RDC,hyderabad,sonamura,Tripura,North-East,Kolkata,Nagpur,1599.24,Long Distance,Secondary,Low
SHP000289,ORD000289,CCU_RDC,kolkata,gondal,Gujarat,West,Ahmedabad,Mumbai,1953.26,Long Distance,Secondary,Low
SHP000290,ORD000290,MUM_NH,mumbai,tirodi,Madhya Pradesh,Central,Nagpur,Mumbai,821.84,Long Distance,Secondary,Low
SHP000291,ORD000291,MUM_NH,mumbai,panskura,West Bengal,East,Kolkata,Nagpur,1696.92,Long Distance,Secondary,Low
SHP000292,ORD000292,DEL_RDC,new delhi,panaji,Goa,West,Ahmedabad,Mumbai,1627.54,Long Distance,Secondary,Low
SHP000293,ORD000293,MUM_NH,mumbai,chhatarpur,Madhya Pradesh,Central,Nagpur,Mumbai,1024.18,Long Distance,Secondary,Low
SHP000294,ORD000294,NAG_NH,nagpur,asansol,West Bengal,East,Kolkata,Nagpur,929.07,Long Distance,Secondary,Low
SHP000295,ORD000295,CCU_RDC,kolkata,chanasma,Gujarat,West,Ahmedabad,Mumbai,1811.74,Long Distance,Secondary,Low
SHP000296,ORD000296,CCU_RDC,kolkata,todaraisingh,Rajasthan,West,Ahmedabad,Mumbai,1493.02,Long Distance,Secondary,Low
SHP000297,ORD000297,BLR_RDC,bengaluru,ramnagar,Bihar,East,Kolkata,Nagpur,1846.24,Long Distance,Secondary,Low
SHP000298,ORD000298,AMD_RDC,ahmedabad,sachendi,Uttar Pradesh,North,New Delhi,Nagpur,932.63,Long Distance,Secondary,Low
SHP000299,ORD000299,MAA_RDC,chennai,paikpara,West Bengal,East,Kolkata,Nagpur,1619.47,Long Distance,Secondary,Low
SHP000300,ORD000300,AMD_RDC,ahmedabad,laungowal,Punjab,North,New Delhi,Nagpur,957.44,Long Distance,Secondary,Low
SHP000301,ORD000301,CCU_RDC,kolkata,jangipur,West Bengal,East,Kolkata,Nagpur,235.97,Regional,Secondary,Medium
SHP000302,ORD000302,MUM_NH,mumbai,barpeta road,Assam,North-East,Kolkata,Nagpur,2204.58,Long Distance,Secondary,Low
SHP000303,ORD000303,AMD_RDC,ahmedabad,sonari,Assam,North-East,Kolkata,Nagpur,2544.69,Long Distance,Secondary,Low
SHP000304,ORD000304,NAG_NH,nagpur,narora,Uttar Pradesh,North,New Delhi,Nagpur,868.0,Long Distance,Secondary,Low
SHP000305,ORD000305,DEL_RDC,new delhi,upper siang,Arunachal Pradesh,North-East,Kolkata,Nagpur,1969.8,Long Distance,Secondary,Low
SHP000306,ORD000306,NAG_NH,nagpur,sriperumbudur,Tamil Nadu,South,Chennai,Bengaluru,958.06,Long Distance,Secondary,Low
SHP000307,ORD000307,CCU_RDC,kolkata,ambad,Maharashtra,West,Mumbai,Nagpur,1439.94,Long Distance,Secondary,Low
SHP000308,ORD000308,CCU_RDC,kolkata,lalpur,Gujarat,West,Ahmedabad,Mumbai,2045.85,Long Distance,Secondary,Low
SHP000309,ORD000309,MUM_NH,mumbai,phalodi,Rajasthan,West,Ahmedabad,Mumbai,978.02,Long Distance,Secondary,Low
SHP000310,ORD000310,BLR_RDC,bengaluru,palghar,Maharashtra,West,Mumbai,Nagpur,947.77,Long Distance,Secondary,Low
SHP000311,ORD000311,BLR_RDC,bengaluru,amudalavalasa,Andhra Pradesh,South,Hyderabad,Nagpur,942.89,Long Distance,Secondary,Low
SHP000312,ORD000312,BLR_RDC,bengaluru,faizabad,Uttar Pradesh,North,New Delhi,Nagpur,1707.71,Long Distance,Secondary,Low
SHP000313,ORD000313,DEL_RDC,new delhi,krishnarajpet,Karnataka,South,Bengaluru,Hyderabad,1909.51,Long Distance,Secondary,Low
SHP000314,ORD000314,MUM_NH,mumbai,siddharthnagar,Uttar Pradesh,North,New Delhi,Nagpur,1502.22,Long Distance,Secondary,Low
SHP000315,ORD000315,NAG_NH,nagpur,yavatmal,Maharashtra,West,Mumbai,Nagpur,144.02,Local,Secondary,High
SHP000316,ORD000316,BLR_RDC,bengaluru,mattur,Tamil Nadu,South,Chennai,Bengaluru,259.61,Regional,Secondary,Medium
SHP000317,ORD000317,CCU_RDC,kolkata,palle,Goa,West,Ahmedabad,Mumbai,1792.42,Long Distance,Secondary,Low
SHP000318,ORD000318,MUM_NH,mumbai,khandela,Rajasthan,West,Ahmedabad,Mumbai,1076.01,Long Distance,Secondary,Low
SHP000319,ORD000319,MAA_RDC,chennai,khunti,Jharkhand,East,Kolkata,Nagpur,1296.94,Long Distance,Secondary,Low
SHP000320,ORD000320,NAG_NH,nagpur,botad,Gujarat,West,Ahmedabad,Mumbai,834.83,Long Distance,Secondary,Low
SHP000321,ORD000321,AMD_RDC,ahmedabad,balapur,Maharashtra,West,Mumbai,Nagpur,545.26,Long Distance,Secondary,Low
SHP000322,ORD000322,AMD_RDC,ahmedabad,hathras,Uttar Pradesh,North,New Delhi,Nagpur,828.83,Long Distance,Secondary,Low
SHP000323,ORD000323,MAA_RDC,chennai,amroha,Uttar Pradesh,North,New Delhi,Nagpur,1904.23,Long Distance,Secondary,Low
SHP000324,ORD000324,HYD_RDC,hyderabad,basanti,West Bengal,East,Kolkata,Nagpur,1271.32,Long Distance,Secondary,Low
SHP000325,ORD000325,BLR_RDC,bengaluru,lohardaga,Jharkhand,East,Kolkata,Nagpur,1461.57,Long Distance,Secondary,Low
SHP000326,ORD000326,CCU_RDC,kolkata,chakrata,Uttarakhand,North,New Delhi,Nagpur,1547.64,Long Distance,Secondary,Low
SHP000327,ORD000327,AMD_RDC,ahmedabad,kasaragod district,Kerala,South,Chennai,Bengaluru,1262.02,Long Distance,Secondary,Low
SHP000328,ORD000328,AMD_RDC,ahmedabad,niphad,Maharashtra,West,Mumbai,Nagpur,377.22,Regional,Secondary,Medium
SHP000329,ORD000329,DEL_RDC,new delhi,murliganj,Bihar,East,Kolkata,Nagpur,1140.55,Long Distance,Secondary,Low
SHP000330,ORD000330,HYD_RDC,hyderabad,cuttack,Odisha,East,Kolkata,Nagpur,941.93,Long Distance,Secondary,Low
SHP000331,ORD000331,AMD_RDC,ahmedabad,wokha,Nagaland,North-East,Kolkata,Nagpur,2441.96,Long Distance,Secondary,Low
SHP000332,ORD000332,AMD_RDC,ahmedabad,jalaun,Uttar Pradesh,North,New Delhi,Nagpur,851.25,Long Distance,Secondary,Low
SHP000333,ORD000333,CCU_RDC,kolkata,attayyampatti,Tamil Nadu,South,Chennai,Bengaluru,1720.29,Long Distance,Secondary,Low
SHP000334,ORD000334,AMD_RDC,ahmedabad,uska,Uttar Pradesh,North,New Delhi,Nagpur,1279.61,Long Distance,Secondary,Low
SHP000335,ORD000335,CCU_RDC,kolkata,hirakud,Odisha,East,Kolkata,Nagpur,511.8,Long Distance,Secondary,Low
SHP000336,ORD000336,MAA_RDC,chennai,sattenapalle,Andhra Pradesh,South,Hyderabad,Nagpur,380.86,Regional,Secondary,Medium
SHP000337,ORD000337,HYD_RDC,hyderabad,katghora,Chhattisgarh,Central,Nagpur,Mumbai,758.05,Long Distance,Secondary,Low
SHP000338,ORD000338,MUM_NH,mumbai,khargupur,Uttar Pradesh,North,New Delhi,Nagpur,1428.83,Long Distance,Secondary,Low
SHP000339,ORD000339,BLR_RDC,bengaluru,panihati,West Bengal,East,Kolkata,Nagpur,1653.55,Long Distance,Secondary,Low
SHP000340,ORD000340,MUM_NH,mumbai,arumuganeri,Tamil Nadu,South,Chennai,Bengaluru,1338.18,Long Distance,Secondary,Low
SHP000341,ORD000341,MAA_RDC,chennai,champhai,Mizoram,North-East,Kolkata,Nagpur,1896.62,Long Distance,Secondary,Low
SHP000342,ORD000342,BLR_RDC,bengaluru,sarila,Uttar Pradesh,North,New Delhi,Nagpur,1532.43,Long Distance,Secondary,Low
SHP000343,ORD000343,CCU_RDC,kolkata,raia,Goa,West,Ahmedabad,Mumbai,1812.21,Long Distance,Secondary,Low
SHP000344,ORD000344,DEL_RDC,new delhi,ladakh,Jammu and Kashmir,North,New Delhi,Nagpur,744.59,Long Distance,Secondary,Low
SHP000345,ORD000345,CCU_RDC,kolkata,mungra badshahpur,Uttar Pradesh,North,New Delhi,Nagpur,783.36,Long Distance,Secondary,Low
SHP000346,ORD000346,BLR_RDC,bengaluru,sadat,Uttar Pradesh,North,New Delhi,Nagpur,1630.81,Long Distance,Secondary,Low
SHP000347,ORD000347,HYD_RDC,hyderabad,bachhrawan,Uttar Pradesh,North,New Delhi,Nagpur,1131.37,Long Distance,Secondary,Low
SHP000348,ORD000348,MUM_NH,mumbai,baragarh,Odisha,East,Kolkata,Nagpur,1224.63,Long Distance,Secondary,Low
SHP000349,ORD000349,MAA_RDC,chennai,allahabad,Uttar Pradesh,North,New Delhi,Nagpur,1471.78,Long Distance,Secondary,Low
SHP000350,ORD000350,AMD_RDC,ahmedabad,umri,Madhya Pradesh,Central,Nagpur,Mumbai,825.94,Long Distance,Secondary,Low
SHP000351,ORD000351,DEL_RDC,new delhi,aroor,Kerala,South,Chennai,Bengaluru,2227.59,Long Distance,Secondary,Low
SHP000352,ORD000352,DEL_RDC,new delhi,sidhi,Madhya Pradesh,Central,Nagpur,Mumbai,761.67,Long Distance,Secondary,Low
SHP000353,ORD000353,CCU_RDC,kolkata,pachmarhi,Madhya Pradesh,Central,Nagpur,Mumbai,1102.62,Long Distance,Secondary,Low
SHP000354,ORD000354,NAG_NH,nagpur,kamuthi,Tamil Nadu,South,Chennai,Bengaluru,1359.69,Long Distance,Secondary,Low
SHP000355,ORD000355,NAG_NH,nagpur,bilashi,Maharashtra,West,Mumbai,Nagpur,746.17,Long Distance,Secondary,Low
SHP000356,ORD000356,AMD_RDC,ahmedabad,savarkundla,Gujarat,West,Ahmedabad,Mumbai,248.26,Regional,Secondary,Medium
SHP000357,ORD000357,MUM_NH,mumbai,sabalpur,Uttar Pradesh,North,New Delhi,Nagpur,1222.25,Long Distance,Secondary,Low
SHP000358,ORD000358,HYD_RDC,hyderabad,heggadadevankote,Karnataka,South,Bengaluru,Hyderabad,654.19,Long Distance,Secondary,Low
SHP000359,ORD000359,AMD_RDC,ahmedabad,kharba,West Bengal,East,Kolkata,Nagpur,1748.14,Long Distance,Secondary,Low
SHP000360,ORD000360,NAG_NH,nagpur,fyzabad,Uttar Pradesh,North,New Delhi,Nagpur,766.28,Long Distance,Secondary,Low
SHP000361,ORD000361,AMD_RDC,ahmedabad,khusropur,Bihar,East,Kolkata,Nagpur,1455.85,Long Distance,Secondary,Low
SHP000362,ORD000362,DEL_RDC,new delhi,chharra,Uttar Pradesh,North,New Delhi,Nagpur,158.85,Regional,Secondary,Medium
SHP000363,ORD000363,MUM_NH,mumbai,pithapuram,Andhra Pradesh,South,Hyderabad,Nagpur,1067.95,Long Distance,Secondary,Low
SHP000364,ORD000364,CCU_RDC,kolkata,alibag,Maharashtra,West,Mumbai,Nagpur,1782.42,Long Distance,Secondary,Low
SHP000365,ORD000365,DEL_RDC,new delhi,seram,Karnataka,South,Bengaluru,Hyderabad,1387.76,Long Distance,Secondary,Low
SHP000366,ORD000366,AMD_RDC,ahmedabad,daulatpur,Himachal Pradesh,North,New Delhi,Nagpur,1163.89,Long Distance,Secondary,Low
SHP000367,ORD000367,MUM_NH,mumbai,nakur,Uttar Pradesh,North,New Delhi,Nagpur,1417.89,Long Distance,Secondary,Low
SHP000368,ORD000368,MUM_NH,mumbai,sirsaganj,Uttar Pradesh,North,New Delhi,Nagpur,1163.07,Long Distance,Secondary,Low
SHP000369,ORD000369,BLR_RDC,bengaluru,nandgaon,Maharashtra,West,Mumbai,Nagpur,913.47,Long Distance,Secondary,Low
SHP000370,ORD000370,NAG_NH,nagpur,pathakpura,Uttar Pradesh,North,New Delhi,Nagpur,695.77,Long Distance,Secondary,Low
SHP000371,ORD000371,AMD_RDC,ahmedabad,pallavaram,Tamil Nadu,South,Chennai,Bengaluru,1448.79,Long Distance,Secondary,Low
SHP000372,ORD000372,BLR_RDC,bengaluru,turuvekere,Karnataka,South,Bengaluru,Hyderabad,105.53,Local,Secondary,High
SHP000373,ORD000373,NAG_NH,nagpur,kendujhar,Odisha,East,Kolkata,Nagpur,715.37,Long Distance,Secondary,Low
SHP000374,ORD000374,HYD_RDC,hyderabad,bhandu,Gujarat,West,Ahmedabad,Mumbai,1011.94,Long Distance,Secondary,Low
SHP000375,ORD000375,CCU_RDC,kolkata,ausa,Maharashtra,West,Mumbai,Nagpur,1413.13,Long Distance,Secondary,Low
SHP000376,ORD000376,DEL_RDC,new delhi,mul,Maharashtra,West,Mumbai,Nagpur,1083.07,Long Distance,Secondary,Low
SHP000377,ORD000377,BLR_RDC,bengaluru,siddhaur,Uttar Pradesh,North,New Delhi,Nagpur,1692.58,Long Distance,Secondary,Low
SHP000378,ORD000378,CCU_RDC,kolkata,bhuban,Odisha,East,Kolkata,Nagpur,342.42,Regional,Secondary,Medium
SHP000379,ORD000379,NAG_NH,nagpur,bazpur,Uttarakhand,North,New Delhi,Nagpur,985.8,Long Distance,Secondary,Low
SHP000380,ORD000380,NAG_NH,nagpur,kotla,Himachal Pradesh,North,New Delhi,Nagpur,1427.84,Long Distance,Secondary,Low
SHP000381,ORD000381,NAG_NH,nagpur,sadaseopet,Telangana,South,Hyderabad,Nagpur,434.97,Regional,Secondary,Medium
SHP000382,ORD000382,MUM_NH,mumbai,dharasana,Gujarat,West,Ahmedabad,Mumbai,190.68,Regional,Secondary,Medium
SHP000383,ORD000383,MAA_RDC,chennai,namkhana community development block,West Bengal,East,Kolkata,Nagpur,1333.21,Long Distance,Secondary,Low
SHP000384,ORD000384,BLR_RDC,bengaluru,prakasha,Maharashtra,West,Mumbai,Nagpur,1061.71,Long Distance,Secondary,Low
SHP000385,ORD000385,BLR_RDC,bengaluru,alampur,Madhya Pradesh,Central,Nagpur,Mumbai,1551.46,Long Distance,Secondary,Low
SHP000386,ORD000386,HYD_RDC,hyderabad,panchla,West Bengal,East,Kolkata,Nagpur,1239.05,Long Distance,Secondary,Low
SHP000387,ORD000387,MAA_RDC,chennai,moram,Maharashtra,West,Mumbai,Nagpur,688.85,Long Distance,Secondary,Low
SHP000388,ORD000388,MUM_NH,mumbai,rangapara,Assam,North-East,Kolkata,Nagpur,2394.66,Long Distance,Secondary,Low
SHP000389,ORD000389,CCU_RDC,kolkata,jiran,Madhya Pradesh,Central,Nagpur,Mumbai,1512.19,Long Distance,Secondary,Low
SHP000390,ORD000390,DEL_RDC,new delhi,bhadravati,Karnataka,South,Bengaluru,Hyderabad,1780.58,Long Distance,Secondary,Low
