shipment_id,order_id,warehouse_code,vehicle_id,vehicle_number,vehicle_type,payload_capacity_kg,shipment_quantity,decision_reason
SHP000267,ORD000267,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP000268,ORD000268,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,20,Optimal
SHP000269,ORD000269,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,17,Optimal
SHP000270,ORD000270,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,22,Optimal
SHP000271,ORD000271,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,21,Optimal
SHP000272,ORD000272,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,19,Upgraded Capacity
SHP000273,ORD000273,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,38,Optimal
SHP000274,ORD000274,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,17,Optimal
SHP000275,ORD000275,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,70,Upgraded Capacity
SHP000276,ORD000276,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,24,Upgraded Capacity
SHP000277,ORD000277,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,19,Upgraded Capacity
SHP000278,ORD000278,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,13,Optimal
SHP000279,ORD000279,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP000280,ORD000280,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,48,Upgraded Capacity
SHP000281,ORD000281,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,49,Optimal
SHP000282,ORD000282,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,30,Optimal
SHP000283,ORD000283,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP000284,ORD000284,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,41,Optimal
SHP000285,ORD000285,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,53,Upgraded Capacity
SHP000286,ORD000286,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,39,Upgraded Capacity
SHP000287,ORD000287,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,18,Optimal
SHP000288,ORD000288,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,43,Optimal
SHP000289,ORD000289,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,10,Upgraded Capacity
SHP000290,ORD000290,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,27,Upgraded Capacity
SHP000291,ORD000291,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,14,Upgraded Capacity
SHP000292,ORD000292,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,7,Optimal
SHP000293,ORD000293,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,23,Upgraded Capacity
SHP000294,ORD000294,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,8,Upgraded Capacity
SHP000295,ORD000295,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,83,Upgraded Capacity
SHP000296,ORD000296,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,43,Upgraded Capacity
SHP000297,ORD000297,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,3,Optimal
SHP000298,ORD000298,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,8,Optimal
SHP000299,ORD000299,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,9,Optimal
SHP000300,ORD000300,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,45,Optimal
SHP000301,ORD000301,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,1,Upgraded Capacity
SHP000302,ORD000302,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,3,Upgraded Capacity
SHP000303,ORD000303,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,27,Optimal
SHP000304,ORD000304,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,16,Upgraded Capacity
SHP000305,ORD000305,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,14,Optimal
SHP000306,ORD000306,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,6,Upgraded Capacity
SHP000307,ORD000307,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP000308,ORD000308,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,11,Upgraded Capacity
SHP000309,ORD000309,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,10,Upgraded Capacity
SHP000310,ORD000310,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,5,Optimal
SHP000311,ORD000311,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,75,Optimal
SHP000312,ORD000312,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,10,Optimal
SHP000313,ORD000313,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,39,Optimal
SHP000314,ORD000314,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,42,Upgraded Capacity
SHP000315,ORD000315,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,14,Upgraded Capacity
SHP000316,ORD000316,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,59,Optimal
SHP000317,ORD000317,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,11,Upgraded Capacity
SHP000318,ORD000318,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,24,Upgraded Capacity
SHP000319,ORD000319,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,3,Optimal
SHP000320,ORD000320,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,24,Upgraded Capacity
SHP000321,ORD000321,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,36,Optimal
SHP000322,ORD000322,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,14,Optimal
SHP000323,ORD000323,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,93,Optimal
SHP000324,ORD000324,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,23,Optimal
SHP000325,ORD000325,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,5,Optimal
SHP000326,ORD000326,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,23,Upgraded Capacity
SHP000327,ORD000327,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,10,Optimal
SHP000328,ORD000328,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,2,Optimal
SHP000329,ORD000329,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,4,Optimal
SHP000330,ORD000330,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,30,Optimal
SHP000331,ORD000331,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,5,Optimal
SHP000332,ORD000332,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,5,Optimal
SHP000333,ORD000333,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,34,Upgraded Capacity
SHP000334,ORD000334,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,22,Optimal
SHP000335,ORD000335,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,11,Upgraded Capacity
SHP000336,ORD000336,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,5,Optimal
SHP000337,ORD000337,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,3,Optimal
SHP000338,ORD000338,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,125,Upgraded Capacity
SHP000339,ORD000339,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,14,Optimal
SHP000340,ORD000340,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,15,Upgraded Capacity
SHP000341,ORD000341,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,63,Optimal
SHP000342,ORD000342,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,15,Optimal
SHP000343,ORD000343,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,14,Upgraded Capacity
SHP000344,ORD000344,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,33,Optimal
SHP000345,ORD000345,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,16,Upgraded Capacity
SHP000346,ORD000346,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,18,Optimal
SHP000347,ORD000347,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,23,Optimal
SHP000348,ORD000348,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,28,Upgraded Capacity
SHP000349,ORD000349,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,37,Optimal
SHP000350,ORD000350,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,27,Optimal
SHP000351,ORD000351,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,42,Optimal
SHP000352,ORD000352,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,47,Optimal
SHP000353,ORD000353,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,14,Upgraded Capacity
SHP000354,ORD000354,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,7,Upgraded Capacity
SHP000355,ORD000355,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,6,Upgraded Capacity
SHP000356,ORD000356,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,34,Optimal
SHP000357,ORD000357,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,45,Upgraded Capacity
SHP000358,ORD000358,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,2,Optimal
SHP000359,ORD000359,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,10,Optimal
SHP000360,ORD000360,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,127,Upgraded Capacity
SHP000361,ORD000361,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,29,Optimal
SHP000362,ORD000362,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,40,Optimal
SHP000363,ORD000363,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,57,Upgraded Capacity
SHP000364,ORD000364,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,10,Upgraded Capacity
SHP000365,ORD000365,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,65,Optimal
SHP000366,ORD000366,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,5,Optimal
SHP000367,ORD000367,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,42,Upgraded Capacity
SHP000368,ORD000368,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,13,Upgraded Capacity
SHP000369,ORD000369,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,6,Optimal
SHP000370,ORD000370,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,11,Upgraded Capacity
SHP000371,ORD000371,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,2,Optimal
SHP000372,ORD000372,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,3,Optimal
SHP000373,ORD000373,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,16,Upgraded Capacity
SHP000374,ORD000374,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,34,Optimal
SHP000375,ORD000375,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,19,Upgraded Capacity
SHP000376,ORD000376,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,7,Optimal
SHP000377,ORD000377,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,22,Optimal
SHP000378,ORD000378,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,19,Upgraded Capacity
SHP000379,ORD000379,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP000380,ORD000380,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,10,Upgraded Capacity
SHP000381,ORD000381,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,43,Upgraded Capacity
SHP000382,ORD000382,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,6,Upgraded Capacity
SHP000383,ORD000383,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,102,Optimal
SHP000384,ORD000384,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,27,Optimal
SHP000385,ORD000385,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,43,Optimal
SHP000386,ORD000386,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,47,Optimal
SHP000387,ORD000387,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,32,Optimal
SHP000388,ORD000388,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,20,Upgraded Capacity
SHP000389,ORD000389,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,95,Upgraded Capacity
SHP000390,ORD000390,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,113,Optimal
SHP000391,ORD000391,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,20,Upgraded Capacity
SHP000392,ORD000392,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,6,Optimal
SHP000393,ORD000393,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,87,Upgraded Capacity
SHP000394,ORD000394,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,49,Upgraded Capacity
SHP000395,ORD000395,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,10,Optimal
SHP000396,ORD000396,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,19,Optimal
SHP000397,ORD000397,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,49,Optimal
SHP000398,ORD000398,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,13,Upgraded Capacity
SHP000399,ORD000399,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,83,Upgraded Capacity
SHP000400,ORD000400,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,17,Optimal
SHP000401,ORD000401,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,18,Optimal
SHP000402,ORD000402,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,24,Upgraded Capacity
SHP000403,ORD000403,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP000404,ORD000404,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,16,Optimal
SHP000405,ORD000405,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000406,ORD000406,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,11,Upgraded Capacity
SHP000407,ORD000407,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,107,Optimal
SHP000408,ORD000408,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,61,Optimal
SHP000409,ORD000409,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,3,Optimal
SHP000410,ORD000410,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,24,Optimal
SHP000411,ORD000411,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,10,Optimal
SHP000412,ORD000412,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,31,Upgraded Capacity
SHP000413,ORD000413,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,9,Optimal
SHP000414,ORD000414,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,2,Optimal
SHP000415,ORD000415,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,46,Optimal
SHP000416,ORD000416,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,40,Optimal
SHP000417,ORD000417,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,6,Optimal
SHP000418,ORD000418,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,24,Upgraded Capacity
SHP000419,ORD000419,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,33,Upgraded Capacity
SHP000420,ORD000420,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,2,Optimal
SHP000421,ORD000421,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,2,Optimal
SHP000422,ORD000422,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,47,Upgraded Capacity
SHP000423,ORD000423,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,43,Optimal
SHP000424,ORD000424,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,22,Upgraded Capacity
SHP000425,ORD000425,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,60,Upgraded Capacity
SHP000426,ORD000426,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,26,Optimal
SHP000427,ORD000427,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,5,Upgraded Capacity
SHP000428,ORD000428,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,114,Optimal
SHP000429,ORD000429,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,4,Optimal
SHP000430,ORD000430,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP000431,ORD000431,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,21,Optimal
SHP000432,ORD000432,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,28,Upgraded Capacity
SHP000433,ORD000433,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,6,Optimal
SHP000434,ORD000434,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,17,Optimal
SHP000435,ORD000435,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,6,Optimal
SHP000436,ORD000436,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,38,Optimal
SHP000437,ORD000437,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,43,Upgraded Capacity
SHP000438,ORD000438,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,23,Upgraded Capacity
SHP000439,ORD000439,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,12,Optimal
SHP000440,ORD000440,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,20,Optimal
SHP000441,ORD000441,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,3,Optimal
SHP000442,ORD000442,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,66,Upgraded Capacity
SHP000443,ORD000443,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,29,Upgraded Capacity
SHP000444,ORD000444,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,83,Upgraded Capacity
SHP000445,ORD000445,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,3,Upgraded Capacity
SHP000446,ORD000446,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,122,Optimal
SHP000447,ORD000447,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP000448,ORD000448,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,21,Upgraded Capacity
SHP000449,ORD000449,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,6,Upgraded Capacity
SHP000450,ORD000450,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,31,Upgraded Capacity
SHP000451,ORD000451,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,28,Upgraded Capacity
SHP000452,ORD000452,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,7,Upgraded Capacity
SHP000453,ORD000453,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,6,Optimal
SHP000454,ORD000454,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,86,Upgraded Capacity
SHP000455,ORD000455,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,9,Optimal
SHP000456,ORD000456,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,91,Upgraded Capacity
SHP000457,ORD000457,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,9,Upgraded Capacity
SHP000458,ORD000458,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,31,Optimal
SHP000459,ORD000459,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP000460,ORD000460,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,20,Optimal
SHP000461,ORD000461,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,31,Optimal
SHP000462,ORD000462,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP000463,ORD000463,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,10,Optimal
SHP000464,ORD000464,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,45,Upgraded Capacity
SHP000465,ORD000465,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,12,Upgraded Capacity
SHP000466,ORD000466,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,32,Optimal
SHP000467,ORD000467,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,21,Optimal
SHP000468,ORD000468,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,34,Upgraded Capacity
SHP000469,ORD000469,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,41,Optimal
SHP000470,ORD000470,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,20,Optimal
SHP000471,ORD000471,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,11,Optimal
SHP000472,ORD000472,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,22,Optimal
SHP000473,ORD000473,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,27,Upgraded Capacity
SHP000474,ORD000474,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,2,Optimal
SHP000475,ORD000475,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,27,Optimal
SHP000476,ORD000476,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,2,Optimal
SHP000477,ORD000477,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,20,Optimal
SHP000478,ORD000478,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,39,Optimal
SHP000479,ORD000479,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP000480,ORD000480,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,14,Upgraded Capacity
SHP000481,ORD000481,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP000482,ORD000482,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,98,Optimal
SHP000483,ORD000483,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,21,Upgraded Capacity
SHP000484,ORD000484,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,15,Upgraded Capacity
SHP000485,ORD000485,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,38,Optimal
SHP000486,ORD000486,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,56,Optimal
SHP000487,ORD000487,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP000488,ORD000488,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,30,Optimal
SHP000489,ORD000489,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,6,Optimal
SHP000490,ORD000490,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,14,Upgraded Capacity
SHP000491,ORD000491,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,19,Optimal
SHP000492,ORD000492,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,61,Upgraded Capacity
SHP000493,ORD000493,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,28,Optimal
SHP000494,ORD000494,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,52,Optimal
SHP000495,ORD000495,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,25,Upgraded Capacity
SHP000496,ORD000496,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,13,Upgraded Capacity
SHP000497,ORD000497,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,9,Optimal
SHP000498,ORD000498,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,5,Optimal
SHP000499,ORD000499,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,18,Optimal
SHP000500,ORD000500,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,66,Optimal
SHP000501,ORD000501,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP000502,ORD000502,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,133,Upgraded Capacity
SHP000503,ORD000503,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,18,Optimal
SHP000504,ORD000504,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,13,Optimal
SHP000505,ORD000505,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,33,Optimal
SHP000506,ORD000506,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,37,Optimal
SHP000507,ORD000507,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,22,Upgraded Capacity
SHP000508,ORD000508,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,20,Optimal
SHP000509,ORD000509,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,16,Upgraded Capacity
SHP000510,ORD000510,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,15,Upgraded Capacity
SHP000511,ORD000511,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,17,Optimal
SHP000512,ORD000512,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,19,Upgraded Capacity
SHP000513,ORD000513,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,45,Upgraded Capacity
SHP000514,ORD000514,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,41,Optimal
SHP000515,ORD000515,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,27,Optimal
SHP000516,ORD000516,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,61,Optimal
SHP000517,ORD000517,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,7,Optimal
SHP000518,ORD000518,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,68,Optimal
SHP000519,ORD000519,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,15,Optimal
SHP000520,ORD000520,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,44,Optimal
SHP000521,ORD000521,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,20,Optimal
SHP000522,ORD000522,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,18,Optimal
SHP000523,ORD000523,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,14,Upgraded Capacity
SHP000524,ORD000524,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000525,ORD000525,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,10,Optimal
SHP000526,ORD000526,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,49,Upgraded Capacity
SHP000527,ORD000527,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,19,Optimal
SHP000528,ORD000528,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,45,Upgraded Capacity
SHP000529,ORD000529,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,8,Optimal
SHP000530,ORD000530,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,60,Optimal
SHP000531,ORD000531,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,14,Upgraded Capacity
SHP000532,ORD000532,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000533,ORD000533,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,8,Optimal
SHP000534,ORD000534,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,23,Optimal
