shipment_id,destination_city,vehicle_type,distance_km,speed_kmph,estimated_hours,estimated_delivery,eta_status
SHP000323,Amroha,Mini Truck,40,60,0.67,2025-01-28 00:40,On Time
SHP000324,Basanti,Mini Truck,40,60,0.67,2025-02-24 00:40,On Time
SHP000325,Lohardaga,Mini Truck,180,60,3.0,2025-12-04 03:00,On Time
SHP000326,Chakrata,Medium Truck,900,50,18.0,2025-10-13 18:00,Long Distance
SHP000327,Kasaragod District,Mini Truck,450,60,7.5,2025-04-28 07:30,In Transit
SHP000328,Niphad,Mini Truck,180,60,3.0,2025-11-10 03:00,On Time
SHP000329,Murliganj,Mini Truck,40,60,0.67,2025-04-04 00:40,On Time
SHP000330,Cuttack,Mini Truck,40,60,0.67,2025-06-25 00:40,On Time
SHP000331,Wokha,Mini Truck,450,60,7.5,2025-10-17 07:30,In Transit
SHP000332,Jalaun,Mini Truck,1500,60,25.0,2025-11-24 01:00,Long Distance
SHP000333,Attayyampatti,Medium Truck,900,50,18.0,2025-04-23 18:00,Long Distance
SHP000334,Uska,Mini Truck,40,60,0.67,2025-03-22 00:40,On Time
SHP000335,Hirakud,Medium Truck,40,50,0.8,2025-10-18 00:48,On Time
SHP000336,Sattenapalle,Mini Truck,450,60,7.5,2025-03-22 07:30,In Transit
SHP000337,Katghora,Mini Truck,40,60,0.67,2025-05-21 00:40,On Time
SHP000338,Khargupur,Medium Truck,450,50,9.0,2025-11-08 09:00,In Transit
SHP000339,Panihati,Mini Truck,40,60,0.67,2025-09-21 00:40,On Time
SHP000340,Arumuganeri,Medium Truck,180,50,3.6,2025-05-27 03:36,On Time
SHP000341,Champhai,Mini Truck,450,60,7.5,2025-09-28 07:30,In Transit
SHP000342,Sarila,Mini Truck,40,60,0.67,2025-07-23 00:40,On Time
SHP000343,Raia,Medium Truck,450,50,9.0,2025-06-05 09:00,In Transit
SHP000344,Ladakh,Mini Truck,40,60,0.67,2025-05-31 00:40,On Time
SHP000345,Mungra Badshahpur,Medium Truck,40,50,0.8,2025-08-09 00:48,On Time
SHP000346,Sadat,Mini Truck,180,60,3.0,2025-12-27 03:00,On Time
SHP000347,Bachhrawan,Mini Truck,180,60,3.0,2025-02-08 03:00,On Time
SHP000348,Baragarh,Medium Truck,40,50,0.8,2025-01-10 00:48,On Time
SHP000349,Allahabad,Mini Truck,180,60,3.0,2025-08-08 03:00,On Time
SHP000350,Umri,Mini Truck,450,60,7.5,2025-05-31 07:30,In Transit
SHP000351,Aroor,Mini Truck,900,60,15.0,2025-03-29 15:00,Long Distance
SHP000352,Sidhi,Mini Truck,180,60,3.0,2025-02-16 03:00,On Time
SHP000353,Pachmarhi,Medium Truck,1500,50,30.0,2025-11-01 06:00,Long Distance
SHP000354,Kamuthi,Medium Truck,40,50,0.8,2025-06-09 00:48,On Time
SHP000355,Bilashi,Medium Truck,900,50,18.0,2025-02-10 18:00,Long Distance
SHP000356,Savarkundla,Mini Truck,40,60,0.67,2025-09-21 00:40,On Time
SHP000357,Sabalpur,Medium Truck,1500,50,30.0,2025-11-28 06:00,Long Distance
SHP000358,Heggadadevankote,Mini Truck,900,60,15.0,2025-05-12 15:00,Long Distance
SHP000359,Kharba,Mini Truck,40,60,0.67,2025-12-02 00:40,On Time
SHP000360,Fyzabad,Medium Truck,450,50,9.0,2025-08-28 09:00,In Transit
SHP000361,Khusropur,Mini Truck,450,60,7.5,2025-12-16 07:30,In Transit
SHP000362,Chharra,Mini Truck,1500,60,25.0,2025-06-16 01:00,Long Distance
SHP000363,Pithapuram,Medium Truck,900,50,18.0,2025-02-06 18:00,Long Distance
SHP000364,Alibag,Medium Truck,450,50,9.0,2025-05-21 09:00,In Transit
SHP000365,Seram,Mini Truck,450,60,7.5,2025-02-09 07:30,In Transit
SHP000366,Daulatpur,Mini Truck,450,60,7.5,2025-01-30 07:30,In Transit
SHP000367,Nakur,Medium Truck,450,50,9.0,2025-02-16 09:00,In Transit
SHP000368,Sirsaganj,Medium Truck,900,50,18.0,2025-08-27 18:00,Long Distance
SHP000369,Nandgaon,Mini Truck,40,60,0.67,2025-08-21 00:40,On Time
SHP000370,Pathakpura,Medium Truck,900,50,18.0,2025-11-06 18:00,Long Distance
SHP000371,Pallavaram,Mini Truck,180,60,3.0,2025-08-21 03:00,On Time
SHP000372,Turuvekere,Mini Truck,40,60,0.67,2025-09-16 00:40,On Time
SHP000373,Kendujhar,Medium Truck,40,50,0.8,2025-12-30 00:48,On Time
SHP000374,Bhandu,Mini Truck,40,60,0.67,2025-11-10 00:40,On Time
SHP000375,Ausa,Medium Truck,450,50,9.0,2025-07-20 09:00,In Transit
SHP000376,Mul,Mini Truck,450,60,7.5,2025-11-22 07:30,In Transit
SHP000377,Siddhaur,Mini Truck,40,60,0.67,2025-02-19 00:40,On Time
SHP000378,Bhuban,Medium Truck,40,50,0.8,2025-05-12 00:48,On Time
SHP000379,Bazpur,Medium Truck,450,50,9.0,2025-06-22 09:00,In Transit
SHP000380,Kotla,Medium Truck,180,50,3.6,2025-06-30 03:36,On Time
SHP000381,Sadaseopet,Medium Truck,450,50,9.0,2025-07-21 09:00,In Transit
SHP000382,Dharasana,Medium Truck,40,50,0.8,2025-06-09 00:48,On Time
SHP000383,Namkhana Community Development Block,Mini Truck,450,60,7.5,2025-06-18 07:30,In Transit
SHP000384,Prakasha,Mini Truck,900,60,15.0,2025-12-18 15:00,Long Distance
SHP000385,Alampur,Mini Truck,900,60,15.0,2025-08-05 15:00,Long Distance
SHP000386,Panchla,Mini Truck,450,60,7.5,2025-06-10 07:30,In Transit
SHP000387,Moram,Mini Truck,450,60,7.5,2025-04-11 07:30,In Transit
SHP000388,Rangapara,Medium Truck,450,50,9.0,2025-06-02 09:00,In Transit
SHP000389,Jiran,Medium Truck,40,50,0.8,2025-09-28 00:48,On Time
SHP000390,Bhadravati,Mini Truck,40,60,0.67,2025-11-13 00:40,On Time
SHP000391,Narmada,Medium Truck,450,50,9.0,2025-03-25 09:00,In Transit
SHP000392,Rupnagar,Mini Truck,450,60,7.5,2025-08-14 07:30,In Transit
SHP000393,Kurduvadi,Medium Truck,450,50,9.0,2025-05-03 09:00,In Transit
SHP000394,Dankaur,Medium Truck,450,50,9.0,2025-08-20 09:00,In Transit
SHP000395,Kalol,Mini Truck,40,60,0.67,2025-08-31 00:40,On Time
SHP000396,Bairagnia,Mini Truck,40,60,0.67,2025-08-16 00:40,On Time
SHP000397,Pahasu,Mini Truck,450,60,7.5,2025-09-15 07:30,In Transit
SHP000398,Visakhapatnam,Medium Truck,180,50,3.6,2025-11-08 03:36,On Time
SHP000399,Kausani,Medium Truck,450,50,9.0,2025-09-05 09:00,In Transit
SHP000400,Gahlon,Mini Truck,40,60,0.67,2025-03-05 00:40,On Time
SHP000401,Mudgere,Mini Truck,900,60,15.0,2025-08-21 15:00,Long Distance
SHP000402,Bharthana,Medium Truck,450,50,9.0,2025-04-25 09:00,In Transit
SHP000403,Petlad,Medium Truck,40,50,0.8,2025-01-28 00:48,On Time
SHP000404,Sikandarabad,Mini Truck,450,60,7.5,2025-07-17 07:30,In Transit
SHP000405,Limbdi,Medium Truck,40,50,0.8,2025-06-15 00:48,On Time
SHP000406,Radhanpur,Medium Truck,180,50,3.6,2025-03-17 03:36,On Time
SHP000407,Malpura,Mini Truck,40,60,0.67,2025-08-31 00:40,On Time
SHP000408,Naigarhi,Mini Truck,180,60,3.0,2025-08-20 03:00,On Time
SHP000409,Gudur,Mini Truck,450,60,7.5,2025-05-13 07:30,In Transit
SHP000410,Chittaranjan,Mini Truck,450,60,7.5,2025-11-10 07:30,In Transit
SHP000411,Baduria,Mini Truck,180,60,3.0,2025-05-03 03:00,On Time
SHP000412,Nalbari,Medium Truck,180,50,3.6,2025-08-05 03:36,On Time
SHP000413,Saiha,Mini Truck,180,60,3.0,2025-02-27 03:00,On Time
SHP000414,Pullambadi,Mini Truck,40,60,0.67,2025-11-21 00:40,On Time
SHP000415,Simaria,Mini Truck,180,60,3.0,2025-03-15 03:00,On Time
SHP000416,Malihabad,Mini Truck,900,60,15.0,2025-07-01 15:00,Long Distance
SHP000417,Akola,Mini Truck,40,60,0.67,2025-12-09 00:40,On Time
SHP000418,Bagra,Medium Truck,180,50,3.6,2025-02-06 03:36,On Time
SHP000419,Sihora,Medium Truck,40,50,0.8,2025-10-11 00:48,On Time
SHP000420,Miranpur Katra,Mini Truck,180,60,3.0,2025-11-24 03:00,On Time
SHP000421,Hindupur,Mini Truck,900,60,15.0,2025-07-03 15:00,Long Distance
SHP000422,Chinchinim,Medium Truck,40,50,0.8,2025-12-05 00:48,On Time
SHP000423,Moradabad,Mini Truck,900,60,15.0,2025-03-11 15:00,Long Distance
SHP000424,Binka,Medium Truck,180,50,3.6,2025-11-26 03:36,On Time
SHP000425,Hathras,Medium Truck,450,50,9.0,2025-12-23 09:00,In Transit
SHP000426,Alagapuram,Mini Truck,450,60,7.5,2025-03-11 07:30,In Transit
SHP000427,Adur,Medium Truck,900,50,18.0,2025-05-31 18:00,Long Distance
SHP000428,Terha,Mini Truck,180,60,3.0,2025-01-22 03:00,On Time
SHP000429,Mundgod,Mini Truck,40,60,0.67,2025-10-06 00:40,On Time
SHP000430,Lohogaon,Medium Truck,40,50,0.8,2025-05-29 00:48,On Time
SHP000431,Akola,Mini Truck,40,60,0.67,2025-06-21 00:40,On Time
SHP000432,Cuddapah,Medium Truck,40,50,0.8,2025-07-26 00:48,On Time
SHP000433,Lohaghat,Mini Truck,40,60,0.67,2025-09-12 00:40,On Time
SHP000434,Saiha,Mini Truck,180,60,3.0,2025-05-19 03:00,On Time
SHP000435,Muvattupula,Mini Truck,180,60,3.0,2025-08-10 03:00,On Time
SHP000436,Titabar,Mini Truck,900,60,15.0,2025-06-15 15:00,Long Distance
SHP000437,Amloh,Medium Truck,450,50,9.0,2025-06-01 09:00,In Transit
SHP000438,Naigarhi,Medium Truck,180,50,3.6,2025-08-08 03:36,On Time
SHP000439,Suket,Mini Truck,180,60,3.0,2025-08-17 03:00,On Time
SHP000440,Bagnan,Mini Truck,450,60,7.5,2025-08-12 07:30,In Transit
SHP000441,Amritsar,Mini Truck,450,60,7.5,2025-12-10 07:30,In Transit
SHP000442,Ganpatipule,Medium Truck,180,50,3.6,2025-12-16 03:36,On Time
SHP000443,Fatehabad,Medium Truck,40,50,0.8,2025-01-18 00:48,On Time
SHP000444,Hingoli,Medium Truck,40,50,0.8,2025-07-09 00:48,On Time
SHP000445,Malerkotla,Medium Truck,40,50,0.8,2025-11-06 00:48,On Time
SHP000446,Pasan,Mini Truck,40,60,0.67,2025-07-09 00:40,On Time
SHP000447,Shirdi,Mini Truck,180,60,3.0,2025-09-30 03:00,On Time
SHP000448,Karanja,Medium Truck,40,50,0.8,2025-05-25 00:48,On Time
SHP000449,Sangaria,Medium Truck,900,50,18.0,2025-04-06 18:00,Long Distance
SHP000450,Damnagar,Medium Truck,900,50,18.0,2025-05-16 18:00,Long Distance
SHP000451,Narayangarh,Medium Truck,40,50,0.8,2025-11-11 00:48,On Time
SHP000452,Kunnamkulam,Medium Truck,900,50,18.0,2025-03-06 18:00,Long Distance
SHP000453,Dirba,Mini Truck,40,60,0.67,2025-08-17 00:40,On Time
SHP000454,Kaptanganj,Medium Truck,40,50,0.8,2025-06-29 00:48,On Time
SHP000455,Gubbi,Mini Truck,900,60,15.0,2025-05-29 15:00,Long Distance
SHP000456,Sairang,Medium Truck,900,50,18.0,2025-12-26 18:00,Long Distance
SHP000457,Ghodasar,Medium Truck,450,50,9.0,2025-04-25 09:00,In Transit
SHP000458,Deoni,Mini Truck,450,60,7.5,2025-09-10 07:30,In Transit
SHP000459,Dharangaon,Mini Truck,900,60,15.0,2025-07-08 15:00,Long Distance
SHP000460,Puduvayal,Mini Truck,450,60,7.5,2025-02-14 07:30,In Transit
SHP000461,Bangalore Urban,Mini Truck,40,60,0.67,2025-09-28 00:40,On Time
SHP000462,Murudeshwara,Mini Truck,180,60,3.0,2025-02-08 03:00,On Time
SHP000463,Ullal,Mini Truck,40,60,0.67,2025-08-19 00:40,On Time
SHP000464,Adirampattinam,Medium Truck,1500,50,30.0,2025-03-10 06:00,Long Distance
SHP000465,Haripur,Medium Truck,40,50,0.8,2025-03-10 00:48,On Time
SHP000466,Gohand,Mini Truck,180,60,3.0,2025-09-23 03:00,On Time
SHP000467,Chakan,Mini Truck,180,60,3.0,2025-06-16 03:00,On Time
SHP000468,Deogarh,Medium Truck,180,50,3.6,2025-05-28 03:36,On Time
SHP000469,Hospet,Mini Truck,900,60,15.0,2025-10-11 15:00,Long Distance
SHP000470,Gangarampur,Mini Truck,180,60,3.0,2025-11-13 03:00,On Time
SHP000471,Derapur,Mini Truck,180,60,3.0,2025-11-02 03:00,On Time
SHP000472,Mohadi,Mini Truck,40,60,0.67,2025-11-17 00:40,On Time
SHP000473,Hojai,Medium Truck,40,50,0.8,2025-10-16 00:48,On Time
SHP000474,Lakshmeshwar,Mini Truck,450,60,7.5,2025-11-25 07:30,In Transit
SHP000475,Kara,Mini Truck,40,60,0.67,2025-10-22 00:40,On Time
SHP000476,Kant,Mini Truck,900,60,15.0,2025-09-13 15:00,Long Distance
SHP000477,Govindgarh,Mini Truck,450,60,7.5,2025-09-05 07:30,In Transit
SHP000478,Wai,Mini Truck,40,60,0.67,2025-08-23 00:40,On Time
SHP000479,Parner,Medium Truck,900,50,18.0,2025-08-16 18:00,Long Distance
SHP000480,Narsimhapur,Medium Truck,40,50,0.8,2025-06-25 00:48,On Time
SHP000481,Umarga,Mini Truck,40,60,0.67,2025-06-15 00:40,On Time
SHP000482,Halvad,Mini Truck,450,60,7.5,2025-07-10 07:30,In Transit
SHP000483,Pulivendla,Medium Truck,180,50,3.6,2025-05-06 03:36,On Time
SHP000484,Haraiya,Medium Truck,900,50,18.0,2025-05-08 18:00,Long Distance
SHP000485,"Velas, Maharashtra",Mini Truck,40,60,0.67,2025-07-18 00:40,On Time
SHP000486,Bhadasar,Mini Truck,900,60,15.0,2025-03-23 15:00,Long Distance
SHP000487,Mustafabad,Medium Truck,1500,50,30.0,2025-04-09 06:00,Long Distance
SHP000488,Mohali,Mini Truck,40,60,0.67,2025-09-15 00:40,On Time
SHP000489,Phagwara,Mini Truck,180,60,3.0,2025-07-23 03:00,On Time
SHP000490,Jaleshwar,Medium Truck,180,50,3.6,2025-10-28 03:36,On Time
SHP000491,Tanda,Mini Truck,180,60,3.0,2025-09-11 03:00,On Time
SHP000492,Rudauli,Medium Truck,900,50,18.0,2025-05-29 18:00,Long Distance
SHP000493,Dalsingh Sarai,Mini Truck,180,60,3.0,2025-03-11 03:00,On Time
SHP000494,Mariahu,Mini Truck,40,60,0.67,2025-07-09 00:40,On Time
SHP000495,Akhnur,Medium Truck,450,50,9.0,2025-07-07 09:00,In Transit
SHP000496,Thiruvananthapuram,Medium Truck,40,50,0.8,2025-09-16 00:48,On Time
SHP000497,South Tripura,Mini Truck,900,60,15.0,2025-11-17 15:00,Long Distance
SHP000498,Sonari,Mini Truck,40,60,0.67,2025-02-20 00:40,On Time
SHP000499,Bhawanigarh,Mini Truck,180,60,3.0,2025-07-09 03:00,On Time
SHP000500,Chikodi,Mini Truck,450,60,7.5,2025-07-25 07:30,In Transit
SHP000501,Baikunthpur,Medium Truck,40,50,0.8,2025-03-13 00:48,On Time
SHP000502,Husainabad,Medium Truck,900,50,18.0,2025-08-23 18:00,Long Distance
SHP000503,Sorada,Mini Truck,180,60,3.0,2025-06-19 03:00,On Time
SHP000504,Godhra,Mini Truck,180,60,3.0,2025-11-13 03:00,On Time
SHP000505,Barh,Mini Truck,40,60,0.67,2025-09-19 00:40,On Time
SHP000506,Kaintragarh,Mini Truck,450,60,7.5,2025-06-04 07:30,In Transit
SHP000507,Rajgir,Medium Truck,40,50,0.8,2025-12-12 00:48,On Time
SHP000508,Shahpur,Mini Truck,450,60,7.5,2025-12-19 07:30,In Transit
SHP000509,Nandurbar,Medium Truck,40,50,0.8,2025-05-17 00:48,On Time
SHP000510,Vindhyachal,Medium Truck,180,50,3.6,2025-01-27 03:36,On Time
SHP000511,East Khasi Hills,Mini Truck,40,60,0.67,2025-11-21 00:40,On Time
SHP000512,Pilibhit,Medium Truck,450,50,9.0,2025-12-17 09:00,In Transit
SHP000513,Hosangadi,Medium Truck,180,50,3.6,2025-02-28 03:36,On Time
SHP000514,Munirabad,Mini Truck,900,60,15.0,2025-08-03 15:00,Long Distance
SHP000515,Fort Gloster,Mini Truck,450,60,7.5,2025-07-31 07:30,In Transit
SHP000516,Pachperwa,Mini Truck,450,60,7.5,2025-02-02 07:30,In Transit
SHP000517,Narmada,Mini Truck,450,60,7.5,2025-10-17 07:30,In Transit
SHP000518,Dicholi,Mini Truck,40,60,0.67,2025-07-12 00:40,On Time
SHP000519,Jiyanpur,Mini Truck,180,60,3.0,2025-10-02 03:00,On Time
SHP000520,Mahudha,Mini Truck,180,60,3.0,2025-12-15 03:00,On Time
SHP000521,Jaora,Mini Truck,1500,60,25.0,2025-09-07 01:00,Long Distance
SHP000522,Harbatpur,Mini Truck,900,60,15.0,2025-06-02 15:00,Long Distance
SHP000523,Tirunelveli Kattabo,Medium Truck,450,50,9.0,2025-12-21 09:00,In Transit
SHP000524,Dondaicha,Medium Truck,180,50,3.6,2025-06-28 03:36,On Time
SHP000525,Kannur,Mini Truck,450,60,7.5,2025-03-05 07:30,In Transit
SHP000526,Kangar,Medium Truck,450,50,9.0,2025-07-24 09:00,In Transit
SHP000527,Pali,Mini Truck,450,60,7.5,2025-01-23 07:30,In Transit
SHP000528,Udhampur,Medium Truck,180,50,3.6,2025-08-17 03:36,On Time
SHP000529,Bissau,Mini Truck,450,60,7.5,2025-04-21 07:30,In Transit
SHP000530,Lormi,Mini Truck,450,60,7.5,2025-10-16 07:30,In Transit
SHP000531,Rishikesh,Medium Truck,180,50,3.6,2025-11-13 03:36,On Time
SHP000532,Pilkhua,Medium Truck,450,50,9.0,2025-12-09 09:00,In Transit
SHP000533,Bisenda Buzurg,Mini Truck,450,60,7.5,2025-01-27 07:30,In Transit
SHP000534,Manjlegaon,Mini Truck,40,60,0.67,2025-09-01 00:40,On Time
SHP000535,Rangia,Mini Truck,40,60,0.67,2025-10-09 00:40,On Time
SHP000536,Chinchinim,Medium Truck,40,50,0.8,2025-09-03 00:48,On Time
SHP000537,Sawantvadi,Mini Truck,40,60,0.67,2025-05-29 00:40,On Time
SHP000538,Balod,Mini Truck,40,60,0.67,2025-10-21 00:40,On Time
SHP000539,Kalikapur,Mini Truck,900,60,15.0,2025-04-02 15:00,Long Distance
SHP000540,Bhopal,Medium Truck,180,50,3.6,2025-07-25 03:36,On Time
SHP000541,Jugsalai,Medium Truck,900,50,18.0,2025-01-22 18:00,Long Distance
SHP000542,Bah,Medium Truck,180,50,3.6,2025-02-24 03:36,On Time
SHP000543,Tirumakudal Narsipur,Mini Truck,450,60,7.5,2025-09-12 07:30,In Transit
SHP000544,Kithor,Mini Truck,450,60,7.5,2025-04-10 07:30,In Transit
SHP000545,Amroli,Mini Truck,40,60,0.67,2025-08-25 00:40,On Time
SHP000546,Nawabganj (Barabanki),Mini Truck,40,60,0.67,2025-01-09 00:40,On Time
SHP000547,Vasco Da Gama,Mini Truck,900,60,15.0,2025-04-01 15:00,Long Distance
SHP000548,Hapur,Mini Truck,900,60,15.0,2025-09-23 15:00,Long Distance
SHP000549,South Tripura,Mini Truck,900,60,15.0,2025-02-20 15:00,Long Distance
SHP000550,Arumuganeri,Mini Truck,180,60,3.0,2025-05-08 03:00,On Time
SHP000551,Devaprayag,Medium Truck,450,50,9.0,2025-08-17 09:00,In Transit
SHP000552,Vanala,Mini Truck,900,60,15.0,2025-10-23 15:00,Long Distance
SHP000553,Majitha,Medium Truck,180,50,3.6,2025-12-23 03:36,On Time
SHP000554,Kasauli,Medium Truck,180,50,3.6,2025-08-28 03:36,On Time
SHP000555,Gummidipundi,Mini Truck,450,60,7.5,2025-12-28 07:30,In Transit
SHP000556,Narnaul,Medium Truck,450,50,9.0,2025-06-01 09:00,In Transit
SHP000557,Channarayapatna,Mini Truck,180,60,3.0,2025-03-12 03:00,On Time
SHP000558,Virpur,Mini Truck,900,60,15.0,2025-08-01 15:00,Long Distance
SHP000559,Kasganj,Mini Truck,180,60,3.0,2025-10-03 03:00,On Time
SHP000560,Sardoi,Medium Truck,450,50,9.0,2025-02-12 09:00,In Transit
SHP000561,Bindki,Medium Truck,180,50,3.6,2025-07-07 03:36,On Time
SHP000562,Rajapur,Mini Truck,1500,60,25.0,2025-10-10 01:00,Long Distance
SHP000563,Bagewadi,Medium Truck,1500,50,30.0,2025-03-27 06:00,Long Distance
SHP000564,Pawai,Medium Truck,180,50,3.6,2025-12-16 03:36,On Time
SHP000565,Aidalpur,Mini Truck,900,60,15.0,2025-02-18 15:00,Long Distance
SHP000566,Ambikapur,Medium Truck,40,50,0.8,2025-03-11 00:48,On Time
SHP000567,Thane,Mini Truck,40,60,0.67,2025-01-31 00:40,On Time
SHP000568,Karjan,Medium Truck,40,50,0.8,2025-06-08 00:48,On Time
SHP000569,Gaurela,Mini Truck,180,60,3.0,2025-01-04 03:00,On Time
SHP000570,Colva,Mini Truck,40,60,0.67,2025-08-07 00:40,On Time
SHP000571,Rajasansi,Medium Truck,40,50,0.8,2025-02-02 00:48,On Time
SHP000572,Dindigul,Medium Truck,900,50,18.0,2025-07-29 18:00,Long Distance
SHP000573,Mungra Badshahpur,Medium Truck,40,50,0.8,2025-11-27 00:48,On Time
SHP000574,Bardoli,Medium Truck,180,50,3.6,2025-07-14 03:36,On Time
SHP000575,Thanesar,Medium Truck,900,50,18.0,2025-12-03 18:00,Long Distance
SHP000576,Jhinjhana,Mini Truck,900,60,15.0,2025-07-22 15:00,Long Distance
SHP000577,Gorwa,Mini Truck,900,60,15.0,2025-01-04 15:00,Long Distance
SHP000578,"Jarod,",Medium Truck,1500,50,30.0,2025-10-07 06:00,Long Distance
SHP000579,Kithor,Medium Truck,450,50,9.0,2025-05-08 09:00,In Transit
SHP000580,Manvi,Mini Truck,180,60,3.0,2025-04-08 03:00,On Time
SHP000581,Kariapatti,Mini Truck,900,60,15.0,2025-12-06 15:00,Long Distance
SHP000582,Mahad,Medium Truck,40,50,0.8,2025-04-16 00:48,On Time
SHP000583,Gopinathpur,Medium Truck,180,50,3.6,2025-08-19 03:36,On Time
SHP000584,Shikarpur (Bulandshahr),Medium Truck,450,50,9.0,2025-05-08 09:00,In Transit
SHP000585,Bahsuma,Mini Truck,40,60,0.67,2025-10-04 00:40,On Time
SHP000586,Kandhla,Mini Truck,180,60,3.0,2025-09-15 03:00,On Time
SHP000587,Surendranagar,Medium Truck,180,50,3.6,2025-06-14 03:36,On Time
SHP000588,Vite,Mini Truck,900,60,15.0,2025-05-04 15:00,Long Distance
SHP000589,Colaba,Medium Truck,40,50,0.8,2025-04-25 00:48,On Time
SHP000590,Kalaikunda,Mini Truck,40,60,0.67,2025-10-13 00:40,On Time
SHP000591,Irinjalakuda,Medium Truck,900,50,18.0,2025-10-13 18:00,Long Distance
SHP000592,Munger,Medium Truck,900,50,18.0,2025-12-11 18:00,Long Distance
SHP000593,Rayagada,Mini Truck,900,60,15.0,2025-08-04 15:00,Long Distance
SHP000594,Devakottai,Mini Truck,40,60,0.67,2025-04-06 00:40,On Time
SHP000595,Amethi,Mini Truck,180,60,3.0,2025-06-05 03:00,On Time
SHP000596,Katol,Medium Truck,900,50,18.0,2025-10-15 18:00,Long Distance
SHP000597,Indi,Medium Truck,180,50,3.6,2025-07-19 03:36,On Time
SHP000598,Kanodar,Medium Truck,180,50,3.6,2025-11-30 03:36,On Time
SHP000599,Kalavad,Mini Truck,180,60,3.0,2025-10-04 03:00,On Time
SHP000600,Yellandu,Mini Truck,1500,60,25.0,2025-07-16 01:00,Long Distance
SHP000601,Nowrangapur,Medium Truck,180,50,3.6,2025-02-08 03:36,On Time
SHP000602,Sundarnagar,Mini Truck,180,60,3.0,2025-10-14 03:00,On Time
SHP000603,Quepem,Mini Truck,180,60,3.0,2025-06-06 03:00,On Time
SHP000604,Sarka Ghat,Medium Truck,40,50,0.8,2025-09-03 00:48,On Time
SHP000605,Uttukkuli,Medium Truck,180,50,3.6,2025-07-25 03:36,On Time
SHP000606,Sarbhon,Mini Truck,180,60,3.0,2025-07-16 03:00,On Time
SHP000607,Neelankarai,Mini Truck,180,60,3.0,2025-06-09 03:00,On Time
SHP000608,Dhaniakhali Community Development Block,Mini Truck,180,60,3.0,2025-08-27 03:00,On Time
SHP000609,Tiruvannamalai,Mini Truck,450,60,7.5,2025-06-14 07:30,In Transit
SHP000610,Kairana,Medium Truck,40,50,0.8,2025-01-26 00:48,On Time
SHP000611,Bakani,Mini Truck,40,60,0.67,2025-01-11 00:40,On Time
SHP000612,Nawalgarh,Mini Truck,40,60,0.67,2025-06-02 00:40,On Time
SHP000613,Arkalgud,Medium Truck,900,50,18.0,2025-07-16 18:00,Long Distance
SHP000614,Dwarka,Mini Truck,450,60,7.5,2025-05-12 07:30,In Transit
SHP000615,Thasra,Mini Truck,180,60,3.0,2025-08-26 03:00,On Time
SHP000616,Alipurduar,Mini Truck,40,60,0.67,2025-03-15 00:40,On Time
SHP000617,Andal,Mini Truck,180,60,3.0,2025-10-07 03:00,On Time
SHP000618,Gandhinagar,Mini Truck,40,60,0.67,2025-02-10 00:40,On Time
SHP000619,Khagaria,Mini Truck,180,60,3.0,2025-03-13 03:00,On Time
SHP000620,Bholath,Mini Truck,900,60,15.0,2025-03-19 15:00,Long Distance
SHP000621,Kolanukonda,Medium Truck,180,50,3.6,2025-07-12 03:36,On Time
SHP000622,Girgaon,Medium Truck,40,50,0.8,2025-11-12 00:48,On Time
SHP000623,Govindgarh,Medium Truck,450,50,9.0,2025-01-05 09:00,In Transit
SHP000624,Sawai Madhopur,Mini Truck,180,60,3.0,2025-01-09 03:00,On Time
SHP000625,Paud,Mini Truck,180,60,3.0,2025-05-27 03:00,On Time
SHP000626,Khuldabad,Mini Truck,450,60,7.5,2025-04-03 07:30,In Transit
SHP000627,Jamalpur,Mini Truck,180,60,3.0,2025-05-06 03:00,On Time
SHP000628,Ram Das,Mini Truck,40,60,0.67,2025-07-01 00:40,On Time
SHP000629,Nabadwip,Medium Truck,450,50,9.0,2025-07-28 09:00,In Transit
SHP000630,Uluberia,Mini Truck,40,60,0.67,2025-06-05 00:40,On Time
SHP000631,Dandeli,Mini Truck,180,60,3.0,2025-01-17 03:00,On Time
SHP000632,Isagarh,Medium Truck,40,50,0.8,2025-10-10 00:48,On Time
SHP000633,Jhalu,Medium Truck,180,50,3.6,2025-12-26 03:36,On Time
SHP000634,Takhatpur,Medium Truck,40,50,0.8,2025-11-29 00:48,On Time
SHP000635,Nuzvid,Mini Truck,450,60,7.5,2025-01-22 07:30,In Transit
SHP000636,Dera Gopipur,Medium Truck,1500,50,30.0,2025-09-02 06:00,Long Distance
SHP000637,Suar,Medium Truck,900,50,18.0,2025-10-08 18:00,Long Distance
SHP000638,Kanker,Medium Truck,900,50,18.0,2025-06-12 18:00,Long Distance
SHP000639,Phillaur,Mini Truck,450,60,7.5,2026-01-02 07:30,In Transit
SHP000640,Mahrajganj,Mini Truck,180,60,3.0,2025-10-18 03:00,On Time
SHP000641,Quthbullapur,Medium Truck,1500,50,30.0,2025-06-22 06:00,Long Distance
SHP000642,Mahad,Medium Truck,40,50,0.8,2025-12-19 00:48,On Time
SHP000643,Basmat,Mini Truck,180,60,3.0,2025-06-28 03:00,On Time
SHP000644,Shedbal,Mini Truck,900,60,15.0,2025-02-10 15:00,Long Distance
SHP000645,Chitrakoot Dham,Mini Truck,180,60,3.0,2025-06-18 03:00,On Time
